tpu_code,active_ingredient,strength,form,amount_numerator,amount_numerator_unit,amount_denominator_unit,name,manufacturer_name
641140,pseudoephedrine hydrochloride + triprolidine hydrochloride,30 mg/5 mL + 1.25 mg/5 mL,syrup,60,mL,bottle,RHINOFED,นิวไลฟ์ฟาร์ม่า
641164,pseudoephedrine hydrochloride + triprolidine hydrochloride,30 mg/5 mL + 1.25 mg/5 mL,syrup,60,mL,bottle,SIDAN,โมเดิร์น ฟาร์มา
641186,pseudoephedrine hydrochloride + triprolidine hydrochloride,30 mg/5 mL + 1.25 mg/5 mL,syrup,60,mL,bottle,SIDAN,มิลลิเมด
551227,cefuroxime,250 mg,powder for solution for injection/infusion,,,vial,CEROXIME,แอล.บี.เอส. แลบบอเรตอรี่
554723,cloxacillin,500 mg,powder for solution for injection,,,vial,K-CIL,ที.พี. ดรัก แลบบอราทอรี่ส์
556616,dexamethasone,5 mg/1 mL,solution for injection,1,mL,ampoule,DEXAMO-5,โมเดอร์นแมนู
513340,minoxidil,2 g/100 mL,cutaneous solution,15,mL,bottle,RETEN,ที.โอ. เคมีคอลส์ (1979) (กรุงเทพฯ)
579474,testosterone propionate,100 mg/1 mL,solution for injection,1,mL,ampoule,PROPIOBOLIC,"BELCO PHARMA, INDIA"
582046,zuclopenthixol,50 mg/1 mL,emulsion for injection,2,mL,ampoule,CLOPIXOL-ACUPHASE,"H. LUNDBECK, DENMARK"
552516,chloroquine phosphate + lidocaine,200 mg/5 mL + 50 mg/5 mL,solution for injection,5,mL,ampoule,PEKQUINE,ลิวินเนอร์ ฟาร์มาซูติคอล
557098,dextrose,25 g/100 mL,solution for injection/infusion,100,mL,bag,DEXTROSE 25% B.P.,ไทยโอซูก้า
557120,dextrose,25 g/100 mL,solution for injection/infusion,100,mL,bag,DEXTROSE 25% U.S.P.,"P.T. OTSUKA, INDONESIA"
644122,maraviroc,300 mg,film-coated tablet,,,tablet,CELSENTRI,"PFIZER MANUFACTURING DEUTSCHLAND, GERMANY"
646985,sumatriptan,50 mg,film-coated tablet,,,tablet,IMIGRAN,"GLAXO WELLCOME, U.K."
653488,montelukast,4 mg,granules,4,mg,sachet,SINGULAIR,"MERCK SHARP & DOHME, U.S.A."
749111,citric acid anhydrous + sodium bicarbonate coarse + sodium bicarbonate fine + sodium carbonate,43.11 g + 34.32 g + 11.44 g + 10 g,effervescent powder,,,sachet,ENO (ORANGE FLAVOURED) FRUIT SALT,"STERLING DRUG, MALAYSIA"
757974,dexpanthenol + sodium chloride,1 g/100 mL + 900 mg/100 mL,"nasal spray, solution",30,mL,bottle,NASALINE-ISO,สหแพทย์เภสัช
555127,cyanocobalamin,1 mg/1 mL,solution for injection,1,mL,ampoule,VITAMIN B12,แอตแลนติค
555162,cyanocobalamin,1 mg/1 mL,solution for injection,1,mL,ampoule,CYANOCOBALAMIN,เวสโก ฟาร์มาซูติคอล
556126,dexamethasone,4 mg/1 mL,solution for injection,1,mL,ampoule,DEXTON,ที.พี. ดรัก แลบบอราทอรี่ส์
747010,loratadine,10 mg,"capsule, soft",,,capsule,LOREZE,เมก้า ไลฟ์ไซแอ็นซ์
585450,amoxicillin + clavulanic acid,600 mg/5 mL + 42.9 mg/5 mL,powder for oral suspension,70,mL,bottle,CAVUMOX E.S.,สยามเภสัช
586272,amoxicillin + clavulanic acid,600 mg/5 mL + 42.9 mg/5 mL,powder for oral suspension,50,mL,bottle,OKACLAV,"OKASA PHARMA, INDIA"
755164,cyanocobalamin + essential phospholipids + nicotinamide + pyridoxine + riboflavin + thiamine + vitamin E,5 mcg + 175 mg + 15 mg + 3 mg + 3 mg + 10 mg + 10 mg,"capsule, soft",,,capsule,HEPACAP,เมก้า ไลฟ์ไซแอ็นซ์
629863,paracetamol,2.4 g/5 mL,oral liquid,100,mL,bottle,PARACETAMOL ELIXIR PAEDIATRIC,พาตาร์แลบ
634165,ritonavir,80 mg/1 mL,"oral drops, solution",90,mL,bottle,NORVIR,"ABBOTT LABORATORIES, U.S.A."
634668,guaifenesin + salbutamol,50 mg/5 mL + 1 mg/5 mL,syrup,60,mL,bottle,SALBU,บางกอกแล็ป แอนด์ คอสเมติค
634760,guaifenesin + salbutamol,50 mg/5 mL + 1 mg/5 mL,syrup,60,mL,bottle,VENSAL,จิวบราเดอร์ส
552268,chloroquine phosphate,200 mg/5 mL,solution for injection,5,mL,ampoule,MALACIN,เอ.เอ็น.บี. ลาบอราตอรี่
556951,dextrose,15 g/100 mL,solution for infusion,1,L,bottle,DEXTROSE 15% IN WATER,เยเนอรัล ฮอสปิตัล โปรดัคส์ (มหาชน)
557051,dextrose,25 g/100 mL,solution for injection,10,mL,ampoule,GLUCOSE 25%,เอ.เอ็น.บี. ลาบอราตอรี่
560280,dextrose + sodium chloride,5 g/100 mL + 900 mg/100 mL,solution for infusion,1,L,bag,DEXTROSE 5% IN NORMAL SALINE,ยูเมด้า
557316,dextrose,5 g/100 mL,solution for injection/infusion,100,mL,bag,DEXTROSE 5% IN WATER,ยูเมด้า
604403,chlorphenamine maleate + dextromethorphan hydrobromide + guaifenesin,1 mg/5 mL + 5 mg/5 mL + 50 mg/5 mL,syrup,60,mL,bottle,ALTRUSAN,แลชแมน
604627,chlorphenamine maleate + dextromethorphan hydrobromide + guaifenesin,1 mg/5 mL + 5 mg/5 mL + 50 mg/5 mL,syrup,60,mL,bottle,DEXTRANYL,ไทย พี.ดี. เคมีคอล
556296,dexamethasone,4 mg/1 mL,solution for injection,1,mL,ampoule,DEXAM K.P.,บุคคโลเทรดดิ้ง
552456,chloroquine phosphate,250 mg/5 mL,solution for injection,5,mL,ampoule,COMAQUIN,ที.พี. ดรัก แลบบอราทอรี่ส์
554660,cloxacillin,250 mg,powder for solution for injection,,,vial,MEICLOX,เอ็ม.แอนด์.เอ็ช. แมนูแฟคเจอริ่ง
559962,dextrose + sodium chloride,5 g/100 mL + 450 mg/100 mL,solution for infusion,1,L,bag,DEXTROSE 5% IN 1/2 NORMAL SALINE,ยูเมด้า
560061,dextrose + sodium chloride,5 g/100 mL + 450 mg/100 mL,solution for infusion,1,L,bag,INFUSAN,"P.T. SANBE FARMA, INDONESIA"
649437,quetiapine,25 mg,film-coated tablet,,,tablet,SEROQUEL,"ASTRAZENECA, U.K."
590261,ampicillin,125 mg/5 mL,powder for syrup,60,mL,bottle,AMPICILLIN,แหลมทองการแพทย์
590804,ampicillin,125 mg/5 mL,powder for syrup,60,mL,bottle,KEMPICIN,โอลัน-เคมเมด
488432,betamethasone + gentamicin,50 mg/100 g + 100 mg/100 g,cream,30,g,tube,BETADERM-G,อังกฤษตรางู
554799,colistin,150 mg,powder for solution for injection,,,vial,COLISTATE,แอตแลนติค
555060,cyanocobalamin,1 mg/1 mL,solution for injection,1,mL,ampoule,AMPAVIT,เอ.เอ็น.บี. ลาบอราตอรี่
555588,desmopressin + desmopressin acetate,15 mcg/1 mL,solution for injection,1,mL,ampoule,OCTOSTIM,"FERRING, SWEDEN"
555779,dexamethasone,4 mg/1 mL,solution for injection,1,mL,ampoule,DEXASONE,แอตแลนติค
556001,dexamethasone,4 mg/1 mL,solution for injection,1,mL,ampoule,DEXON,เยนเนอร์ราลดรั๊กส์เฮ้าส์
556323,dexamethasone,4 mg/1 mL,solution for injection,1,mL,vial,DEXACON,เวสโก ฟาร์มาซูติคอล
558426,calcium chloride + dextrose + potassium chloride + sodium chloride + sodium lactate,20 mg/100 mL + 5 g/100 mL + 30 mg/100 mL + 600 mg/100 mL + 310 mg/100 mL,solution for infusion,500,mL,bag,DEXTROSE 5% IN LACTATED RINGER'S,ไทยโอซูก้า
558419,calcium chloride + dextrose + potassium chloride + sodium chloride + sodium lactate,20 mg/100 mL + 5 g/100 mL + 30 mg/100 mL + 600 mg/100 mL + 310 mg/100 mL,solution for infusion,1,L,bag,DEXTROSE 5% IN LACTATED RINGER'S,ไทยโอซูก้า
558442,calcium chloride + dextrose + potassium chloride + sodium chloride + sodium lactate,20 mg/100 mL + 5 g/100 mL + 30 mg/100 mL + 600 mg/100 mL + 310 mg/100 mL,solution for infusion,1,L,bag,DEXTROSE 5% IN LACTATED RINGER'S,ไทยนครพัฒนา
558586,dextrose + sodium chloride,10 g/100 mL + 450 mg/100 mL,solution for infusion,1,L,bag,DEXTROSE 10% IN SODIUM CHLORIDE 0.45%,ไทยโอซูก้า
632646,paracetamol,120 mg/5 mL,syrup,4,L,gallon,VEMOL,พี.พี. แลบอราตอรี่ส์
632679,paracetamol,120 mg/5 mL,syrup,60,mL,bottle,VIKOOL,สหการโอสถ
632698,paracetamol,120 mg/5 mL,oral suspension,60,mL,bottle,VITAMOL,ห้างขายยาตราเจ็ดดาว
646066,dequalinium chloride,10 mg,vaginal tablet,,,tablet,FLUOMIZIN,"ROTTENDORF PHARMA, GERMANY"
590300,ampicillin,125 mg/5 mL,powder for oral suspension,60,mL,bottle,AMPICILLIN,แลชแมน
591520,bromhexine hydrochloride + potassium guaiacolsulfonate,4 mg/5 mL + 200 mg/5 mL,oral liquid,60,mL,bottle,PECTORANT,ที.โอ. เคมีคอลส์ (1979) (กรุงเทพฯ)
591874,bromhexine hydrochloride,4 mg/5 mL,oral liquid,120,mL,bottle,BISOLVON ELIXIR,"BOEHRINGER INGELHEIM INTERNATIONAL, GERMANY"
591888,bromhexine hydrochloride,4 mg/5 mL,oral liquid,60,mL,bottle,BISOLVON ELIXIR,"BOEHRINGER INGELHEIM INTERNATIONAL, GERMANY"
592311,bromhexine hydrochloride,4 mg/5 mL,oral liquid,60,mL,bottle,BROMSO ELIXIR,ที.โอ. เคมีคอลส์ (1979) (กรุงเทพฯ)
592307,bromhexine hydrochloride,4 mg/5 mL,oral liquid,3.8,L,gallon,BROMSO ELIXIR,ที.โอ. เคมีคอลส์ (1979) (กรุงเทพฯ)
500367,calamine + diphenhydramine hydrochloride,8 g/100 g + 1 g/100 g,cream,100,g,tube,CAMIDRYL,เกร๊ทเตอร์ฟาร์ม่า
519131,urea,10 g/100 g,cream,100,g,tube,PHILOSOFT UREA-10,บางกอกแล็ป แอนด์ คอสเมติค
519756,itopride hydrochloride,50 mg,film-coated tablet,,,tablet,GANATON,"ABBOTT, JAPAN"
545220,cefoperazone + sulbactam,1 g + 500 mg,powder for solution for injection,,,vial,SULPERMED,มิลลิเมด
545587,cefoperazone + sulbactam,1 g + 500 mg,powder for solution for injection,,,vial,SULPERAZON,"PFIZER, JAPAN"
548460,ceftriaxone,250 mg,powder for solution for injection/infusion,,,vial,UTO-CEFTRI,ยูโทเปี้ยน
558932,dextrose + sodium chloride,3.3 g/100 mL + 300 mg/100 mL,solution for injection/infusion,100,mL,bag,DEXTROSE 3.3% IN SODIUM CHLORIDE 0.3% U.S.P.,ไทยโอซูก้า
556573,dexamethasone,4 mg/1 mL,solution for injection,1,mL,ampoule,DEXACORTISONE,เอ.เอ็น.บี. ลาบอราตอรี่
558322,calcium chloride + dextrose + potassium chloride + sodium chloride + sodium lactate,20 mg/100 mL + 5 g/100 mL + 30 mg/100 mL + 600 mg/100 mL + 310 mg/100 mL,solution for infusion,1,L,bottle,R-CETATE-5,เยเนอรัล ฮอสปิตัล โปรดัคส์ (มหาชน)
558346,calcium chloride + dextrose + potassium chloride + sodium chloride + sodium lactate,20 mg/100 mL + 5 g/100 mL + 30 mg/100 mL + 600 mg/100 mL + 310 mg/100 mL,solution for infusion,500,mL,bottle,R-CETATE-5,เยเนอรัล ฮอสปิตัล โปรดัคส์ (มหาชน)
603774,ammonium chloride + chlorphenamine maleate,125 mg/5 mL + 2.5 mg/5 mL,syrup,60,mL,bottle,JIP,ชุมชนเภสัชกรรม
604059,ammonium chloride + chlorphenamine maleate,125 mg/5 mL + 2 mg/5 mL,syrup,60,mL,bottle,OPHAN,จิวบราเดอร์ส
607244,cloxacillin,125 mg/5 mL,powder for syrup,60,mL,bottle,CLOXA OSOTH INTER,โอสถอินเตอร์ แลบบอราทอรีส์
607318,cloxacillin,125 mg/5 mL,powder for syrup,60,mL,bottle,CLOXA T.O. DRY,ที.โอ. แลบ
607394,cloxacillin,125 mg/5 mL,powder for syrup,60,mL,bottle,CLOXACILLIN,องค์การเภสัชกรรม
607510,cloxacillin,125 mg/5 mL,powder for syrup,60,mL,bottle,CLOXAPAN,ไทยนครพัฒนา
607534,cloxacillin,125 mg/5 mL,powder for syrup,60,mL,bottle,CLOXASIAN,เอเชี่ยนฟาร์มาซูติคอล
646468,tamsulosin hydrochloride,400 mcg,prolonged-release tablet,,,tablet,HARNAL OCAS,"ASTELLAS PHARMA EUROPE, NETHERLANDS"
556766,dextrose,10 g/100 mL,solution for infusion,1,L,bag,DEXTROSE 10% IN WATER,ยูเมด้า
559511,dextrose + sodium chloride,5 g/100 mL + 225 mg/100 mL,solution for infusion,1,L,bag,INFUSAN,"P.T. SANBE FARMA, INDONESIA"
653691,gabapentin,600 mg,film-coated tablet,,,tablet,VULTIN 600,ยูนีซัน
660735,phenoxymethylpenicillin,125 mg,tablet,,,tablet,PENER,ยูนีซัน
660902,benzathine benzylpenicillin,5 MU,powder for suspension for injection,,,vial,PENICILLIN G SODIUM GDH,เยนเนอร์ราลดรั๊กส์เฮ้าส์
635630,menthol + phenyl salicylate,26.4 mg/15 mL + 300 mg/15 mL,oral suspension,50,mL,bottle,ยาธาตุน้ำขาวตรากระต่ายบิน,ห้างยาไทย
635611,menthol + phenyl salicylate,26.4 mg/15 mL + 300 mg/15 mL,oral suspension,200,mL,bottle,ยาธาตุน้ำขาวตรากระต่ายบิน,ห้างยาไทย
639796,guaifenesin + theophylline,30 mg/5 mL + 50 mg/5 mL,syrup,60,mL,bottle,COBRON,ปรูฟฟ์
548571,ceftriaxone,1 g,powder for solution for injection/infusion,,,vial,CEF-3 I.V.,สยามเภสัช
590862,ampicillin,125 mg/5 mL,powder for syrup,60,mL,bottle,MEDICILLIN,สหแพทย์เภสัช
595044,brompheniramine maleate + phenylephrine hydrochloride,4 mg/5 mL + 5 mg/5 mL,oral liquid,60,mL,bottle,DITAP ELIXIR,ยูโทเปี้ยน
595118,bromhexine hydrochloride + brompheniramine maleate + guaifenesin + phenylephrine hydrochloride,4 mg/5 mL + 2 mg/5 mL + 100 mg/5 mL + 5 mg/5 mL,syrup,60,mL,bottle,ESPACON,แอคดอน
548949,ceftriaxone,1 g,powder for solution for injection/infusion,,,vial,CEFTRIAXONE,"SHIJIAZHUANG OUYI PHARMACEUTICAL, CHINA"
549302,ceftriaxone,1 g,powder for solution for injection/infusion,,,vial,IFICEF,"UNIQUE PHARMACEUTICAL LABORATORIES, INDIA"
549523,ceftriaxone,2 g,powder for solution for injection/infusion,,,vial,TRICEPHIN,แอตแลนติค
600842,cefalexin,125 mg/5 mL,powder for syrup,60,mL,bottle,KEPXIN,เอ็ม.แอนด์.เอ็ช. แมนูแฟคเจอริ่ง
601065,cefalexin,125 mg/5 mL,powder for syrup,60,mL,bottle,STARLEX,ห้างขายยาตราเจ็ดดาว
602882,ammonium chloride + chlorphenamine maleate + sodium citrate,150 mg/5 mL + 2 mg/5 mL + 50 mg/5 mL,syrup,60,mL,bottle,ASACOG,เอเชี่ยนยูเนียนแล็บบอราตอรี่ส์
603408,ammonium chloride + chlorphenamine maleate + sodium citrate,150 mg/5 mL + 2 mg/5 mL + 50 mg/5 mL,syrup,60,mL,bottle,COLLU-EX,เอส.โค. ฟาร์ม่า
549608,ceftriaxone,250 mg,powder for solution for injection/infusion,,,vial,UTO CEFTRIAXONE,ยูโทเปี้ยน
549829,ceftriaxone,250 mg,powder for solution for injection/infusion,,,vial,TRIACEF,ยูนีซัน
554486,cloxacillin,1 g,powder for solution for injection,,,vial,VACLOX,แอตแลนติค
554527,cloxacillin,1 g,powder for solution for injection,,,vial,CLOXA M.H.,เอ็ม.แอนด์.เอ็ช. แมนูแฟคเจอริ่ง
593048,bromhexine hydrochloride,4 mg/5 mL,oral liquid,60,mL,bottle,MIGGI,ไบร์วู๊ดฟาร์มาซูติคอล
593547,brompheniramine maleate + dextromethorphan hydrobromide,4 mg/5 mL + 10 mg/5 mL,syrup,60,mL,bottle,ANAMIT-SP,สหแพทย์เภสัช
593727,brompheniramine maleate + phenylephrine hydrochloride,2 mg/5 mL + 5 mg/5 mL,syrup,60,mL,bottle,APRACUR KIDS,โอลิค
539032,amoxicillin + clavulanic acid,2 g + 200 mg,powder for solution for infusion,2.2,g,vial,AUGMENTIN,"BIOPHARMA, ITALY"
547336,ceftazidime,1 g,powder for solution for injection,,,vial,CEF-4,สยามเภสัช
547583,ceftazidime,1 g,powder for solution for injection,,,vial,IFIZID,"UNIQUE PHARMACEUTICAL LABORATORIES, INDIA"
548140,ceftazidime,1 g,powder for solution for injection,,,vial,CEFODIME,แอล.บี.เอส. แลบบอเรตอรี่
598809,cefaclor,125 mg/5 mL,powder for syrup,60,mL,bottle,CELCO (SUGAR FREE),ยูนีซัน
599121,cefaclor,125 mg/5 mL,powder for syrup,60,mL,bottle,HOFCLOR,ห้างขายยาตราเจ็ดดาว
599166,cefaclor,125 mg/5 mL,powder for syrup,60,mL,bottle,INFACLOR-125,บางกอกแล็ป แอนด์ คอสเมติค
599454,cefaclor,125 mg/5 mL,powder for syrup,60,mL,bottle,XELENT,"ASIAN ANTIBIOTIC, PHILIPPINES"
512766,minoxidil,2 g/100 mL,cutaneous solution,100,mL,bottle,MINOMAX,เวสโก ฟาร์มาซูติคอล
639875,guaifenesin + theophylline,30 mg/5 mL + 50 mg/5 mL,syrup,60,mL,bottle,MEDIC,สหแพทย์เภสัช
537204,epinephrine,1 mg/1 mL,solution for injection,1,mL,ampoule,ADRENALINE U.S.P.,เภสัชกรรมทหาร
541014,articaine + epinephrine,4 g/100 mL + 600 mcg/100 mL,solution for injection,1,mL,cartridge,UBISTESIN,"3M ESPE, GERMANY"
559255,dextrose + sodium chloride,5 g/100 mL + 180 mg/100 mL,solution for infusion,500,mL,bag,DEXTROSE 5% AND SODIUM CHLORIDE 0.18%,เอ.เอ็น.บี. ลาบอราตอรี่
542090,bupivacaine hydrochloride,50 mg/20 mL,solution for injection,20,mL,ampoule,BUPIVACAINE HCL U.S.P.,"ABBOTT LABORATORIES, U.S.A."
546461,cefotaxime,250 mg,powder for solution for injection/infusion,,,vial,MOTAXIM,มิลลิเมด
559319,dextrose + sodium chloride,5 g/100 mL + 180 mg/100 mL,solution for infusion,500,mL,bag,DEXTROSE 5% IN SODIUM CHLORIDE 0.18%,ไทยโอซูก้า
642412,ambroxol hydrochloride,15 mg/5 mL,syrup,60,mL,bottle,MUCOLID JUNIOR (STRAWBERRY),เกร๊ทเตอร์ฟาร์ม่า
606417,ammonium chloride + chlorphenamine maleate + dextromethorphan hydrobromide + pseudoephedrine hydrochloride,100 mg/5 mL + 2 mg/5 mL + 7.5 mg/5 mL + 15 mg/5 mL,syrup,60,mL,bottle,COMFY,โปลิฟาร์ม
641332,pseudoephedrine hydrochloride + triprolidine hydrochloride,30 mg/5 mL + 1.25 mg/5 mL,syrup,60,mL,bottle,SULIDINE,บี.เอม. ฟาร์มาซี
549926,ceftriaxone,250 mg,powder for solution for injection/infusion,,,vial,IFICEF,"UNIQUE PHARMACEUTICAL LABORATORIES, INDIA"
552101,chloramphenicol + lidocaine,250 mg/2 mL + 30 mg/2 mL,solution for injection,2,mL,ampoule,MANOCETIN,แหลมทองการแพทย์
554440,cloxacillin,1 g,powder for solution for injection,,,vial,AXOCILLIN,นิด้า ฟาร์มา
512853,minoxidil,2 g/100 mL,cutaneous solution,100,mL,bottle,MINOX IRIS,มิลลิเมด
512922,minoxidil,2 g/100 mL,cutaneous solution,100,mL,bottle,MORR,บางกอกแล็ป แอนด์ คอสเมติค
516673,neomycin sulfate + prednisolone,250 mg/100 g + 350 mg/100 g,cream,12,g,tube,NEOZOLONE,อังกฤษตรางู
643157,triamcinolone acetonide,20 mg/100 g,cream,15,g,tube,ARISTOCORT,อินเตอร์ไทย ฟาร์มาซูติเคิ้ล แมนูแฟคเจอริ่ง
643951,terbutaline sulfate,2.5 mg,tablet,,,tablet,BUCARIL,ยูโทเปี้ยน
645201,betamethasone dipropionate,50 mg/100 g,cream,5,g,tube,DIPROSONE,"P.T. SCHERING-PLOUGH, INDONESIA"
653834,temsirolimus,25 mg,powder and solvent for solution for injection,,,vial,TORISEL,"PIERRE FABRE MEDICAMENT PRODUCTION, FRANCE"
603580,ammonium chloride + chlorphenamine maleate + potassium guaiacolsulfonate,75 mg/5 mL + 2.5 mg/5 mL + 50 mg/5 mL,syrup,60,mL,bottle,EXPIRAN,อังกฤษตรางู
609584,dextromethorphan hydrobromide + guaifenesin,10 mg/5 mL + 100 mg/5 mL,syrup,60,mL,bottle,IDEX-P (GRENADINE),อินเตอร์ไทย ฟาร์มาซูติเคิ้ล แมนูแฟคเจอริ่ง
609623,dextromethorphan hydrobromide + guaifenesin,10 mg/5 mL + 100 mg/5 mL,syrup,60,mL,bottle,IDEX-P (STRAWBERRY),อินเตอร์ไทย ฟาร์มาซูติเคิ้ล แมนูแฟคเจอริ่ง
561206,dobutamine,250 mg/20 mL,concentrate for solution for infusion,20,mL,vial,DBL DOBUTAMINE HYDROCHLORIDE,"HOSPIRA, AUSTRALIA"
562828,gentamicin,300 mg/100 mL,"eye drops, solution",5,mL,bottle,THA-GENTA,แสงไทยกำปะนี
563347,cilastatin + imipenem,500 mg + 500 mg,powder for solution for infusion,,,vial,BACQURE,"RANBAXY LABORATORIES, INDIA"
563368,cilastatin + imipenem,500 mg + 500 mg,powder for solution for infusion,,,vial,TIENAM,"MERCK SHARP & DOHME, U.S.A."
605378,chlorphenamine maleate + phenylephrine hydrochloride,1 mg/1 mL + 2 mg/1 mL,"oral drops, solution",60,mL,bottle,CHLORGEST DROPS,โอลิค
515920,mineral oil + polytar,35 g/100 g + 25 g/100 g,bath additive,350,mL,bottle,POLYTAR EMOLLIENT,"STIEFEL LABORATORIES, SINGAPORE"
518025,thimerosal,100 mg/100 mL,cutaneous liquid,100,mL,bottle,THIMERSAL,วิทยาศรม (สาขา 2)
518617,triamcinolone acetonide,100 mg/100 mL,cutaneous liquid,30,mL,bottle,T. MAN,ที.แมน. ฟาร์มา
607631,cloxacillin,125 mg/5 mL,powder for syrup,60,mL,bottle,CLOXIN,โมเดอร์นแมนู
624458,chlorphenamine maleate + dextromethorphan hydrobromide + paracetamol + phenylephrine hydrochloride,2 mg/5 mL + 10 mg/5 mL + 325 mg/5 mL + 12.5 mg/5 mL,syrup,60,mL,bottle,K.B. FEDAMOL,เภสัชกรรม เค.บี.
642757,chlorphenamine maleate + phenylephrine hydrochloride + potassium citrate,1 mg/5 mL + 2.5 mg/5 mL + 250 mg/5 mL,syrup,60,mL,bottle,BABY COLD,อังกฤษตรางู
648513,dabigatran etexilate,150 mg,"capsule, hard",,,capsule,PRADAXA,"BOEHRINGER INGELHEIM PHARMA, GERMANY"
650250,tretinoin,100 mg/100 g,cream,25,g,tube,STIEVA-A FORTE,"STIEFEL LABORATORIES, SINGAPORE"
651527,tretinoin,10 mg,"capsule, soft",,,capsule,VESANOID,"R.P. SCHERER GMBH & CO.KG, GERMANY"
565134,levofloxacin,750 mg/150 mL,solution for infusion,150,mL,vial,CRAVIT,"DAIICHI SANKYO EUROPE, GERMANY"
566963,lincomycin,600 mg/2 mL,solution for injection,2,mL,vial,LINOCIN,ไทย พี.ดี. เคมีคอล
567000,lincomycin,600 mg/2 mL,solution for injection,2,mL,vial,LINCO-M,โมเดอร์นแมนู
567063,lincomycin,600 mg/2 mL,solution for injection,2,mL,vial,LINCOGIN,สามัคคีเภสัช
567102,lincomycin,600 mg/2 mL,solution for injection,2,mL,vial,UTO LINCOMYCIN,ยูโทเปี้ยน
567173,lincomycin,600 mg/2 mL,solution for injection,2,mL,vial,LINCOMYCIN,แหลมทองการแพทย์
554589,cloxacillin,1 g,powder for solution for injection,,,vial,CLOXOLEN,แอล.บี.เอส. แลบบอเรตอรี่
633846,guaifenesin + pseudoephedrine hydrochloride,50 mg/5 mL + 15 mg/5 mL,syrup,60,mL,bottle,TRIAMINIC,"NOVARTIS CONSUMER HEALTH, U.S.A."
633931,pyritinol,80.5 mg/5 mL,oral suspension,120,mL,bottle,ENCEPHABOL,อินเตอร์ไทย ฟาร์มาซูติเคิ้ล แมนูแฟคเจอริ่ง
645229,betamethasone dipropionate,50 mg/100 g,cream,15,g,tube,DIPROSONE,"P.T. SCHERING-PLOUGH, INDONESIA"
650952,tranexamic acid,500 mg,film-coated tablet,,,tablet,TRANSAMIN,โอลิค
