tpu_code,active_ingredient,strength,form,amount_numerator,amount_numerator_unit,amount_denominator_unit,name,manufacturer_name
295525,chlorphenamine maleate + dextromethorphan hydrobromide,4 mg + 15 mg,film-coated tablet,,,tablet,CORDETUS,วี.เอส. ฟาร์ม่า
254559,efavirenz + emtricitabine + tenofovir disoproxil fumarate,600 mg + 200 mg + 300 mg,film-coated tablet,,,tablet,ATRIPLA,"PATHEON, CANADA"
256968,pyridoxine hydrochloride,25 mg,film-coated tablet,,,tablet,B-6 25,ฟาร์มาสันต์แล็บบอราตอรี่ส์
297614,methyltestosterone,10 mg,coated tablet,,,tablet,COX-M,ค็อกซ์
299523,dicycloverine hydrochloride + simeticone,10 mg + 100 mg,tablet,,,tablet,CYMINE,ฟาร์มาสันต์แล็บบอราตอรี่ส์
299151,budesonide,200 mcg,"inhalation powder, hard capsule",,,capsule,CYCORTIDE 200 CYCLOCAPS,"PHARMACHEMIE, NETHERLANDS"
310361,ketoconazole,200 mg,tablet,,,tablet,DIAZON,ยูนีซัน
313177,digoxin,250 mcg,tablet,,,tablet,DIGOXIN,ไบโอแลป
313196,digoxin,250 mcg,tablet,,,tablet,DIGOXIN,เอช.เค. ฟาร์มาซูติคอล
318905,diazepam,10 mg,"capsule, hard",,,capsule,DTAZEPION,จิวบราเดอร์ส
261945,betahistine mesilate,6 mg,tablet,,,tablet,BETAHIS 6,บางกอกแล็ป แอนด์ คอสเมติค
268742,ambroxol hydrochloride,30 mg,film-coated tablet,,,tablet,BROXOL,ยูเมด้า
270601,caffeine + ergotamine tartrate,100 mg + 1 mg,tablet,,,tablet,CAFARGO,ที.โอ. เคมีคอลส์ (1979) (กรุงเทพฯ)
308338,doxazosin,2 mg,tablet,,,tablet,DEZCARD,สยามเภสัช
309377,diazepam,5 mg,tablet,,,tablet,DIANO 5,มิลาโน
309455,diazepam,5 mg,tablet,,,tablet,DIAPAM 5,เกร๊ทเตอร์ฟาร์ม่า
310123,diazepam,5 mg,tablet,,,tablet,DIAZEPAM,ที.แมน. ฟาร์มา
310841,dicloxacillin,500 mg,"capsule, hard",,,capsule,DICLEX,เอ็ม.แอนด์.เอ็ช. แมนูแฟคเจอริ่ง
311053,dicloxacillin,500 mg,"capsule, hard",,,capsule,DICLONO,ห้างขายยาตราเจ็ดดาว
313550,diazepam,5 mg,tablet,,,tablet,DILIUM 5,ห้างขายยาตราเจ็ดดาว
318502,doxazosin,2 mg,tablet,,,tablet,DOZOZIN-2,ยูเมด้า
319336,doxazosin,2 mg,tablet,,,tablet,DURACARD 2,"SUN PHARMACEUTICAL, INDIA"
273461,doxazosin,2 mg,tablet,,,tablet,CARDURA,"PFIZER MANUFACTURING DEUTSCHLAND, GERMANY"
274682,loperamide,2 mg,"capsule, hard",,,capsule,CEDIUM,มาซา แลบ
275180,cefalexin,250 mg,"capsule, hard",,,capsule,CEFEX-250,"MICRO LABS, INDIA"
276238,cefalexin,250 mg,"capsule, hard",,,capsule,CEMELAX,เคมีภัณฑ์ เมดิคอล
289947,dicloxacillin,500 mg,"capsule, hard",,,capsule,CLOX-MED 500,ห้างขายยาตราเจ็ดดาว
324581,loperamide,2 mg,"capsule, hard",,,capsule,FADIUM,ห้างขายยาตราเจ็ดดาว
326890,aminophylline,100 mg,tablet,,,tablet,FILEEN,เภสัชกรรมศรีประสิทธิ์
328067,norfloxacin,200 mg,film-coated tablet,,,tablet,FLOXIMED 200,บูรพาโอสถ
235707,alprazolam,250 mcg,tablet,,,tablet,ALPAZAM 0.25,ไทยนครพัฒนา
332977,furosemide,500 mg,tablet,,,tablet,FUROMIDE,สหแพทย์เภสัช
334057,prazosin,1 mg,tablet,,,tablet,GAPRESS 1,ห้างขายยาตราเจ็ดดาว
339873,dimenhydrinate,25 mg,suppository,,,suppository,GRAVOL SUPPOSITORIES FOR CHILDREN,"CHURCH & DWIGHT, CANADA"
335751,gliclazide,80 mg,tablet,,,tablet,GLICAHEXAL,"P.T. SANDOZ, INDONESIA"
335798,gliclazide,80 mg,tablet,,,tablet,GLICLABIT,โปลิฟาร์ม
336541,gliclazide,80 mg,tablet,,,tablet,GLUCID,ยูโทเปี้ยน
292074,chlorphenamine maleate + paracetamol + pseudoephedrine hydrochloride,1 mg + 300 mg + 25 mg,tablet,,,tablet,COLDENAL-SD,ยูนิแล็บ ฟาร์มาซูติคอลส์
292543,aspirin,500 mg,tablet,,,tablet,COLLU ANALGESIC,เอส.โค. ฟาร์ม่า
293405,sulfamethoxazole + trimethoprim,400 mg + 80 mg,tablet,,,tablet,COMOX,ที.โอ. เคมีคอลส์ (1979) (กรุงเทพฯ)
293700,chlorphenamine maleate + paracetamol,4 mg + 500 mg,"capsule, hard",,,capsule,CONAID,ยูโทเปี้ยน
271035,calcium carbonate + colecalciferol,1.5 g + 400 iu,effervescent tablet,,,tablet,CAL-D-VITA,"BAYER SANTE FAMILIALE, FRANCE"
274567,chlorphenamine maleate + paracetamol + phenylephrine hydrochloride,2 mg + 500 mg + 12.5 mg,tablet,,,tablet,C-COLOTAB,ชินต้าเทรดดิ้ง
296593,sulfamethoxazole + trimethoprim,800 mg + 160 mg,tablet,,,tablet,COTRI-960 COSMA,ห้างขายยาตราเจ็ดดาว
341701,hydrochlorothiazide,25 mg,tablet,,,tablet,H C T 25,พาตาร์แลบ
343547,hydroxychloroquine sulfate,200 mg,film-coated tablet,,,tablet,HCQS,"IPCA LABORATORIES, INDIA"
344103,aciclovir,800 mg,tablet,,,tablet,HERPIRAX-800,พอนด์เคมีคอล
345457,chlorphenamine maleate + paracetamol,2 mg + 500 mg,tablet,,,tablet,HUD-TAB,ที.แมน. ฟาร์มา
302076,glibenclamide,5 mg,tablet,,,tablet,DAONIL,"HANDOK PHARMACEUTICALS, KOREA"
279103,chlorphenamine maleate + paracetamol,2 mg + 250 mg,"capsule, hard",,,capsule,CHANE CAP,พัฒนาการเภสัช
282496,ciprofloxacin,1 g,prolonged-release tablet,,,tablet,CIFRAN OD 1000,"RANBAXY LABORATORIES, INDIA"
298730,cyanocobalamin,25 mcg,tablet,,,tablet,CYAMIN,เอส.โค. ฟาร์ม่า
303143,pseudoephedrine hydrochloride + triprolidine hydrochloride,60 mg + 2.5 mg,film-coated tablet,,,tablet,DECOLFED,ยูโทเปี้ยน
305358,dexamethasone,250 mcg,tablet,,,tablet,DEXAMETHASONE,เอช.เค. ฟาร์มาซูติคอล
308844,gliclazide,80 mg,tablet,,,tablet,DIAMAZE,แมคโครฟาร์
104220,omeprazole,20 mg,"gastro-resistant capsule, hard",,,capsule,OMEC,โปลิฟาร์ม
113234,ramipril,5 mg,tablet,,,tablet,PIRAMIL,"NOVARTIS, BANGLADESH"
113252,ramipril,5 mg,tablet,,,tablet,RAMTACE 5,ยูนีซัน
105984,ranitidine,300 mg,film-coated tablet,,,tablet,HISTAC,"RANBAXY LABORATORIES, INDIA"
105997,ranitidine,300 mg,film-coated tablet,,,tablet,RANAC-300,วี.เอส. ฟาร์ม่า
301627,danazol,200 mg,"capsule, hard",,,capsule,DANAZOL,ไบโอแลป
302497,atenolol,100 mg,film-coated tablet,,,tablet,DAYNOL-100,มิลลิเมด
332571,tinidazole,500 mg,tablet,,,tablet,FUNIDA,เภสัชกรรมนครพัฒนา
333857,metformin hydrochloride + vildagliptin,1 g + 50 mg,film-coated tablet,,,tablet,GALVUS MET,"NOVARTIS PHARMA PRODUKTIONS, GERMANY"
251961,aspirin,325 mg,tablet,,,tablet,ASPIRIN,อังกฤษตรางู
256428,azithromycin,250 mg,"capsule, hard",,,capsule,AZYCIN,องค์การเภสัชกรรม
320279,efavirenz,600 mg,film-coated tablet,,,tablet,EFAVIRENZ,"MATRIX LABORATORIES, INDIA"
341148,metronidazole,200 mg,tablet,,,tablet,GYNEGYL,นิวไลฟ์ฟาร์ม่า
341772,haloperidol,10 mg,tablet,,,tablet,H. TAB 10,เบสซี่แอรอน
342416,haloperidol,10 mg,tablet,,,tablet,HALOPIN 10,เบสซี่แอรอน
308885,diazepam,2 mg,"capsule, hard",,,capsule,DIAMED,สหแพทย์เภสัช
309042,gliclazide,80 mg,tablet,,,tablet,DIAMEXON,ที.โอ. เคมีคอลส์ (1979) (กรุงเทพฯ)
315464,cefaclor,375 mg,modified-release tablet,,,tablet,DISTACLOR MR,"FACTA FARMACEUTICI, ITALY"
106062,ranitidine,300 mg,film-coated tablet,,,tablet,UTAC 300,มิลลิเมด
280768,chlordiazepoxide,5 mg,coated tablet,,,tablet,CHLORDIXIDE 5,เลิศสิงห์เภสัชกรรม
280866,chlorphenamine maleate + paracetamol,4 mg + 325 mg,"capsule, hard",,,capsule,CHLORMADIN,เฉลิมชัยเภสัช
281585,chlorpropamide,250 mg,tablet,,,tablet,CHLORPROPAMIDE,พัฒนาการเภสัช
281776,cefalexin,500 mg,tablet,,,tablet,CHPHALEXIN,แอตแลนติค
282941,cinnarizine,25 mg,tablet,,,tablet,CINNA-25,มิลลิเมด
296419,paracetamol,325 mg,tablet,,,tablet,COTEMP 325,ชุมชนเภสัชกรรม
300908,clindamycin,300 mg,"capsule, hard",,,capsule,DACIN-F 300,บางกอกแล็ป แอนด์ คอสเมติค
301028,paracetamol,325 mg,tablet,,,tablet,DADDI-325,บางกอกแล็ป แอนด์ คอสเมติค
304763,propranolol hydrochloride,40 mg,film-coated tablet,,,tablet,DERINOL,แลชแมน
304887,paracetamol,325 mg,tablet,,,tablet,DETAMOL,ไทย พี.ดี. เคมีคอล
106193,ranitidine,150 mg,film-coated tablet,,,tablet,OLTAK-150,"BHARAT PARENTERALS, INDIA"
105913,ranitidine,150 mg,film-coated tablet,,,tablet,ZANTIDON,สยามเภสัช
106425,ranitidine,50 mg/2 mL,solution for injection,2,mL,ampoule,ACICARE,"UNIQUE PHARMACEUTICAL LABORATORIES, INDIA"
150144,temozolomide,250 mg,"capsule, hard",,,capsule,TEMODAL,"UNIVERSITY OF IOWA, U.S.A."
150246,thioguanine,40 mg,tablet,,,tablet,LANVIS,"D.S.M. PHARMACEUTICALS, U.S.A."
150267,thymalfasin,1.6 mg,powder for solution for injection,1.6,mg,vial,ZADAXIN,"PATHEON, ITALY"
107802,ticlopidine hydrochloride,250 mg,film-coated tablet,,,tablet,TICDINE,ห้างขายยาตราเจ็ดดาว
107728,ticlopidine hydrochloride,250 mg,film-coated tablet,,,tablet,TICLOVAS,ชุมชนเภสัชกรรม
106138,ranitidine,300 mg,film-coated tablet,,,tablet,ZTAX-300,มิลลิเมด
107943,tinzaparin sodium,40000 iu/2 mL,solution for injection,2,mL,vial,INNOHEP,"LEO PHARMACEUTICAL PRODUCTS, DENMARK"
227127,amoxicillin,250 mg,film-coated tablet,,,tablet,AAMOX 250,ห้างขายยาตราเจ็ดดาว
257669,sulfamethoxazole + trimethoprim,400 mg + 80 mg,tablet,,,tablet,BACTRIM,โอลิค
259512,fluoxetine,20 mg,"capsule, hard",,,capsule,BELITE,เวสโก ฟาร์มาซูติคอล
261071,albendazole,200 mg,film-coated tablet,,,tablet,BENVATEL,เคมีภัณฑ์ เมดิคอล
262568,bromhexine hydrochloride,8 mg,tablet,,,tablet,BEVON,ห้างยาไทย
297315,sulfamethoxazole + trimethoprim,800 mg + 160 mg,tablet,,,tablet,COTRIXYL-FORTE,บางกอกแล็ป แอนด์ คอสเมติค
306550,dextromethorphan hydrobromide,15 mg,"capsule, hard",,,capsule,DEXEN,ห้างยาไทย
307249,dextromethorphan hydrobromide,15 mg,coated tablet,,,tablet,DEXTROBROMIDE,โยคีมาร์เก็ตติ้ง
264856,bromhexine hydrochloride,8 mg,tablet,,,tablet,BISOLVON,โอลิค
150464,ustekinumab,45 mg/0.5 mL,solution for injection,0.5,mL,vial,STELARA,"BAXTER PHARMACEUTICAL SOLUTIONS, U.S.A."
111056,verapamil hydrochloride,80 mg,film-coated tablet,,,tablet,VERAPIN 80,เบอร์ลินฟาร์มาซูติคอลอินดัสตรี้
262053,metoprolol tartrate,100 mg,tablet,,,tablet,BETALOC,โอลิค
262095,metoprolol succinate,95 mg,prolonged-release tablet,,,tablet,BETALOC ZOK,"ASTRAZENECA, SWEDEN"
262146,metoprolol succinate,47.5 mg,prolonged-release tablet,,,tablet,BETALOC ZOK,"ASTRAZENECA, SWEDEN"
262466,propranolol hydrochloride,40 mg,film-coated tablet,,,tablet,BETAPRESS 40 FC,โปลิฟาร์ม
114430,valsartan,160 mg,film-coated tablet,,,tablet,DIOVAN 160,"NOVARTIS PHARMA, SWITZERLAND"
114584,valsartan,160 mg,film-coated tablet,,,tablet,VALSARTAN,ไบโอแลป
114482,valsartan,80 mg,film-coated tablet,,,tablet,DIOVAN 80,"NOVARTIS PHARMA, SWITZERLAND"
108214,warfarin sodium,3 mg,tablet,,,tablet,TUFAM 3,ยูนีซัน
230842,sulfamethoxazole + trimethoprim,100 mg + 20 mg,tablet,,,tablet,ACTRIM-P,เมดิซีน โปรดักส์
332036,griseofulvin,125 mg,tablet,,,tablet,FUGAFEC 125,ห้างขายยาตราเจ็ดดาว
332138,griseofulvin,125 mg,tablet,,,tablet,FULVIN 125,บูรพาโอสถ
332912,loperamide,2 mg,tablet,,,tablet,FUROCEPT,เลิศสิงห์เภสัชกรรม
106626,rebamipide,100 mg,tablet,,,tablet,MUCOSTA,"OTSUKA, JAPAN"
136943,risedronate sodium,35 mg,film-coated tablet,,,tablet,ACTONEL ONCE-A-WEEK,"OSG NORWICH, U.S.A."
117214,rosuvastatin,40 mg,film-coated tablet,,,tablet,CRESTOR,"I.P.R. PHARMACEUTICALS, PUERTO RICO"
149251,sirolimus,1 mg,coated tablet,,,tablet,RAPAMUNE,"WYETH PHARMACEUTICALS, U.S.A."
307404,dextromethorphan hydrobromide,15 mg,coated tablet,,,tablet,DEXTROMETHOPHAN,แมคโครฟาร์
307979,dextromethorphan hydrobromide,15 mg,coated tablet,,,tablet,DEXTROMETHORPHAN HYDROBROMIDE,นิวไลฟ์ฟาร์ม่า
308925,diazepam,5 mg,"capsule, hard",,,capsule,DIAMED,สหแพทย์เภสัช
284801,ciprofloxacin,500 mg,"capsule, hard",,,capsule,CIPROXACIN,บุคคโลเทรดดิ้ง
292907,aciclovir,200 mg,"capsule, hard",,,capsule,COLSOR,แสงไทยกำปะนี
113070,ramipril,2.5 mg,tablet,,,tablet,ACERAM-2.5,"OKASA PHARMA, INDIA"
113117,ramipril,2.5 mg,tablet,,,tablet,PIRAMIL,"NOVARTIS, BANGLADESH"
149493,tacrolimus,30 mg/100 g,ointment,10,g,tube,PROTOPIC,"ASTELLAS PHARMA TECH, JAPAN"
149417,tacrolimus,500 mcg,"capsule, hard",,,capsule,PROGRAF,"FUJISAWA, IRELAND"
149543,tamoxifen,10 mg,tablet,,,tablet,BILEM,"LEMERY, MEXICO"
302926,simeticone,80 mg,chewable tablet,,,tablet,DE GAS,อินซ์เคป แมนูแฟคเจอริ่ง
226648,tetracycline,250 mg,"capsule, hard",,,capsule,A.D. MYCIN,แอคดอน
230182,pseudoephedrine hydrochloride + triprolidine hydrochloride,60 mg + 2.5 mg,film-coated tablet,,,tablet,ACTIL,ยูเมด้า
336713,acarbose,100 mg,tablet,,,tablet,GLUCOBAY,"P.T. BAYER, INDONESIA"
337725,gliclazide,80 mg,tablet,,,tablet,GLUCOZIDE,ยูนีซัน
309192,gliclazide,60 mg,modified-release tablet,,,tablet,DIAMICRON MR,"LES LABORATOIRES SERVIER, FRANCE"
137101,sucralfate,500 mg,tablet,,,tablet,ULSANIC,สยามเภสัช
137117,sucralfate,500 mg,tablet,,,tablet,ZUFIVE,พอนด์เคมีคอล
149639,tamoxifen,20 mg,tablet,,,tablet,MOXAFEN,"TAE-JOON PHARM, KOREA"
333577,gabapentin,300 mg,"capsule, hard",,,capsule,GABANTIN,เอ็ม.แอนด์.เอ็ช. แมนูแฟคเจอริ่ง
290790,chlorphenamine maleate + paracetamol,750 mcg + 120 mg,tablet,,,tablet,CODARIN,แมคโครฟาร์
294751,chlorphenamine maleate + pseudoephedrine hydrochloride,2 mg + 30 mg,"capsule, hard",,,capsule,CONTAMED,เบสซี่แอรอน
338754,simeticone,200 mg,"capsule, soft",,,capsule,GOGAZ,เมก้า ไลฟ์ไซแอ็นซ์
338852,hydroxyzine hydrochloride,10 mg,tablet,,,tablet,GOOSEHYZINE,เอช.เค. ฟาร์มาซูติคอล
339054,colchicine,600 mcg,tablet,,,tablet,GOUTIC,โปลิฟาร์ม
339096,colchicine,600 mcg,tablet,,,tablet,GOUT-TAB 0.6,ชุมชนเภสัชกรรม
340337,griseofulvin,125 mg,tablet,,,tablet,GRISEOFULVIN,เรมี่ฟาร์ม
340392,griseofulvin,125 mg,tablet,,,tablet,GRISEOFULVIN,อินแพคฟาร์มา
340794,griseofulvin,125 mg,tablet,,,tablet,GRISOMED,เคมีภัณฑ์ เมดิคอล
308669,chlorpropamide,250 mg,tablet,,,tablet,DIABIT,โปลิฟาร์ม
310405,chlorpropamide,250 mg,tablet,,,tablet,DIBECON,ฟาร์มาสันต์แล็บบอราตอรี่ส์
310582,chlorpropamide,250 mg,tablet,,,tablet,DIBIN,ยูโทเปี้ยน
319772,amoxicillin,250 mg,"capsule, hard",,,capsule,DYMOXIN,ชุมชนเภสัชกรรม
319916,hydrochlorothiazide,50 mg,tablet,,,tablet,DYRETIC,โปรเกรสแลบ
340870,griseofulvin,125 mg,tablet,,,tablet,GRISTAR 125,ห้างขายยาตราเจ็ดดาว
344040,aciclovir,200 mg,tablet,,,tablet,HERPERAX,ชินต้าเทรดดิ้ง
344807,loratadine,10 mg,tablet,,,tablet,HISTADINE,บูรพาโอสถ
345909,hydrochlorothiazide,50 mg,tablet,,,tablet,HYDROCHLOROTHIAZIDE,ที.โอ. เมด
149878,tamoxifen,20 mg,tablet,,,tablet,TAMOXIFEN-EBEWE,"EBEWE PHARMA, AUSTRIA"
150440,triptorelin,11.25 mg,powder for solution for injection,,,vial,DIPHERELINE P.R.,"IPSEN PHARMA BIOTECH, FRANCE"
287754,clozapine,100 mg,tablet,,,tablet,CLOPAZE 100,สหแพทย์เภสัช
293152,lamivudine + zidovudine,150 mg + 300 mg,film-coated tablet,,,tablet,COMBID 300,"GLAXO WELLCOME, AUSTRALIA"
268579,codeine + guaifenesin,10 mg + 100 mg,coated tablet,,,tablet,BRONPECT,เคนยากุ
273796,carbidopa + levodopa,25 mg + 100 mg,tablet,,,tablet,CARPOV 125,ยูนีซัน
274496,dicloxacillin,500 mg,"capsule, hard",,,capsule,C-CLOX 500,อินแพคฟาร์มา
293684,nystatin,500000 iu,coated tablet,,,tablet,COMYSTATIN,เรมี่ฟาร์ม
340154,griseofulvin,500 mg,tablet,,,tablet,GRIMAX 500,ยูโทเปี้ยน
340196,griseofulvin,500 mg,tablet,,,tablet,GRISEO,เคมีภัณฑ์ เมดิคอล
340235,griseofulvin,500 mg,tablet,,,tablet,GRISEO-500,ซีโนฟาร์ม
294459,bisacodyl,5 mg,suppository,,,suppository,CONLAX KID SUPPOSITORIES,คอนติเนนเติล-ฟาร์ม
296834,sulfamethoxazole + trimethoprim,400 mg + 80 mg,tablet,,,tablet,CO-TRIMOXAZOLE,เคมีภัณฑ์ เมดิคอล
296913,sulfamethoxazole + trimethoprim,400 mg + 80 mg,tablet,,,tablet,CO-TRIMOXAZOLE,ที.โอ. ฟาร์ม่า
296978,sulfamethoxazole + trimethoprim,400 mg + 80 mg,tablet,,,tablet,CO-TRIMOXAZOLE,พาตาร์แลบ
296997,sulfamethoxazole + trimethoprim,400 mg + 80 mg,tablet,,,tablet,CO-TRIMOXAZOLE,ยูโทเปี้ยน
297013,sulfamethoxazole + trimethoprim,400 mg + 80 mg,tablet,,,tablet,CO-TRIMOXAZOLE,เลิศสิงห์เภสัชกรรม
297078,sulfamethoxazole + trimethoprim,400 mg + 80 mg,tablet,,,tablet,CO-TRIMOXAZOLE,โอสถอินเตอร์ แลบบอราทอรีส์
297153,sulfamethoxazole + trimethoprim,400 mg + 80 mg,tablet,,,tablet,CO-TRIMOXAZOLE TABLETS BP,"MAKERS LABORATORIES, INDIA"
340773,griseofulvin,500 mg,film-coated tablet,,,tablet,GRISO-500,โมเดอร์นแมนู
341605,clotrimazole,500 mg,vaginal tablet,,,tablet,GYNOZOLE-FORT,ฟาร์สเป็ค
293962,perphenazine,4 mg,film-coated tablet,,,tablet,CONAZINE 4 F/C,ยูโทเปี้ยน
297097,sulfamethoxazole + trimethoprim,800 mg + 160 mg,tablet,,,tablet,CO-TRIMOXAZOLE,ไบร์วู๊ดฟาร์มาซูติคอล
309233,gliclazide,60 mg,modified-release tablet,,,tablet,DIAMICRON MR,เซอร์เวียร์
315026,chloroquine phosphate,150 mg,film-coated tablet,,,tablet,DIROQUINE,แอตแลนติค
298441,cefuroxime,250 mg,film-coated tablet,,,tablet,C-TRI T 250,"EMCURE PHARMACEUTICALS, INDIA"
308075,bromhexine hydrochloride + dextromethorphan hydrobromide + guaifenesin,8 mg + 15 mg + 100 mg,tablet,,,tablet,DEXTROPECT,วี.เอส. ฟาร์ม่า
309641,loperamide,2 mg,"capsule, hard",,,capsule,DIARENT,จิวบราเดอร์ส
316087,diazepam,5 mg,"capsule, hard",,,capsule,DIZAN,แลชแมน
318922,bisacodyl,10 mg,suppository,,,suppository,DULCOLAX,"ISTITUTO DE ANGELI, ITALY"
319679,chlorphenamine maleate + paracetamol,2 mg + 325 mg,tablet,,,tablet,D-VIPE COLD,ห้างยาไทย
329094,fluconazole,100 mg,"capsule, hard",,,capsule,FLUNAZOLE,สยามเภสัช
304530,chlorphenamine maleate + dextromethorphan hydrobromide + pseudoephedrine hydrochloride,2 mg + 10 mg + 20 mg,tablet,,,tablet,DEPCO,ปับลิค ฟาร์มาซูติคอล แลบ
312852,disulfiram,500 mg,tablet,,,tablet,DIFIRAM,ฟาร์มาสันต์แล็บบอราตอรี่ส์
314776,disulfiram,500 mg,tablet,,,tablet,DIRAM,มาซา แลบ
149591,tamoxifen,10 mg,tablet,,,tablet,GYNATAM-10,"INOVA PHARMACEUTICALS, INDIA"
149897,tamoxifen,10 mg,tablet,,,tablet,TUOSOMIN,"BAYER SCHERING, FINLAND"
149924,tamoxifen,10 mg,tablet,,,tablet,ZITAZONIUM,"EGIS PHARMACEUTICALS, HUNGARY"
111170,verapamil hydrochloride,2.5 mg/1 mL,solution for injection,1,mL,ampoule,VERAPAMIL HYDROCHLORIDE,"HOSPIRA, U.S.A."
329170,fluconazole,100 mg,"capsule, hard",,,capsule,FLUNCO 100,ที.โอ. เคมีคอลส์ (1979) (กรุงเทพฯ)
331236,haloperidol,5 mg,tablet,,,tablet,FRELOL 5,ยูโทเปี้ยน
342278,haloperidol,5 mg,tablet,,,tablet,HALOMED,ยูโทเปี้ยน
342808,haloperidol,5 mg,tablet,,,tablet,HAPERDOL,นิด้า ฟาร์มา
254350,prazosin,5 mg,tablet,,,tablet,ATODEL 5,"REMEDICA, CYPRUS"
258040,amoxicillin,500 mg,"capsule, hard",,,capsule,BAMOXCIN,เคนยากุ
260206,glibenclamide,5 mg,tablet,,,tablet,BENCLAMIN,โปลิฟาร์ม
260559,glibenclamide,5 mg,tablet,,,tablet,BENNIC,แลชแมน
346223,hydroxyzine hydrochloride,25 mg,tablet,,,tablet,HYDROX-25,ที.แมน. ฟาร์มา
346544,ofloxacin,100 mg,film-coated tablet,,,tablet,HYFLOX,พอนด์เคมีคอล
348656,propranolol hydrochloride,10 mg,film-coated tablet,,,tablet,INDIANA-10,พอนด์เคมีคอล
108116,warfarin sodium,2 mg,tablet,,,tablet,FARIN,สยามเภสัช
343840,sulfamethoxazole + trimethoprim,400 mg + 80 mg,"capsule, hard",,,capsule,HEROCETINE,ฮีโร่อิมปอร์ต เอ็กซปอร์ต
344174,bromhexine hydrochloride,8 mg,tablet,,,tablet,HEXENON,วี.เอส. ฟาร์ม่า
229070,aspirin,500 mg,tablet,,,tablet,A-CIN,เฉลิมชัยเภสัช
230406,fluoxetine,20 mg,"capsule, hard",,,capsule,ACTISAC,โปลิฟาร์ม
225993,loxoprofen,60 mg,tablet,,,tablet,JAPROLOX,"DAIICHI SANKYO PROPHARMA, JAPAN"
229898,isotretinoin,20 mg,"capsule, soft",,,capsule,ACNOTIN 20,เมดิแคป
232830,albendazole,200 mg,tablet,,,tablet,ALBEGA,แอล.บี.เอส. แลบบอเรตอรี่
233010,albendazole,200 mg,tablet,,,tablet,ALBENZ,สยามเมดิแคร์
310181,diazepam,5 mg,tablet,,,tablet,DIAZEPAM,เวสโก ฟาร์มาซูติคอล
310286,diazepam,5 mg,tablet,,,tablet,DIAZEPAM 5,บี.เจ. (เบญจโอสถ)
311011,dicycloverine hydrochloride,10 mg,tablet,,,tablet,DICLOMINE,เคนยากุ
311259,dicloxacillin,500 mg,"capsule, hard",,,capsule,DICLOXA RX 500,อาร์.เอ็กซ์. แมนูแฟคเจอริ่ง
311339,dicloxacillin,500 mg,"capsule, hard",,,capsule,DICLOXA-500 COSMA,ห้างขายยาตราเจ็ดดาว
311770,dicloxacillin,500 mg,"capsule, hard",,,capsule,DICLOXAPEN,อังกฤษตรางู
312398,dicloxacillin,500 mg,"capsule, hard",,,capsule,DICLOX-STAR 500,อินแพคฟาร์มา
312474,dicloxacillin,500 mg,"capsule, hard",,,capsule,DICLOXYDIN,ยูนิแล็บ ฟาร์มาซูติคอลส์
312720,dihydroergocristine,3 mg,"capsule, soft",,,capsule,DIERTINA,"POLI INDUSTRIA CHIMICA, ITALY"
