tpu_code,active_ingredient,strength,form,amount_numerator,amount_numerator_unit,amount_denominator_unit,name,manufacturer_name
554953,sulfamethoxazole + trimethoprim,400 mg/5 mL + 80 mg/5 mL,solution for injection,5,mL,ampoule,BACIN,แอตแลนติค
552210,chloroquine phosphate,120 mg,solution for injection,1,mL,ampoule,RAVOQUINE,ยูโทเปี้ยน
348878,aspirin,81 mg,tablet,,,tablet,INFARCARD 81 UC,โอสถอินเตอร์ แลบบอราทอรีส์
352057,metformin hydrochloride + sitagliptin,850 mg + 50 mg,film-coated tablet,,,tablet,JANUMET,"PATHEON, U.S.A."
549903,ceftriaxone,250 mg,powder for solution for injection/infusion,,,vial,OFRAMAX,"RANBAXY LABORATORIES, INDIA"
565335,lidocaine hydrochloride,500 mg/50 mL,solution for injection,50,mL,vial,LIDOCAINE,องค์การเภสัชกรรม
376113,metronidazole,400 mg,tablet,,,tablet,METROLEX,สยามเภสัช
379473,loperamide,2 mg,"capsule, hard",,,capsule,MODIM,เภสัชกรรมศรีประสิทธิ์
380685,hyoscine butylbromide + paracetamol,10 mg + 500 mg,tablet,,,tablet,MOTAR,บี.เอม. ฟาร์มาซี
384827,metronidazole,200 mg,"capsule, hard",,,capsule,MYDAZOLE,เคมีภัณฑ์ เมดิคอล
385262,orphenadrine citrate + paracetamol,35 mg + 450 mg,tablet,,,tablet,MYOFLEX-NP,สยามเภสัช
373185,mebendazole,100 mg,tablet,,,tablet,MENAZOLE,ซีโนฟาร์ม
375337,trimethoprim,200 mg,tablet,,,tablet,METHOPAN,อาร์.พี.ซี. อินเตอร์เนชั่นแนล
375550,metoprolol tartrate,100 mg,film-coated tablet,,,tablet,METOBLOCK,สีลมการแพทย์
375858,metoprolol tartrate,100 mg,film-coated tablet,,,tablet,METPROLOL,สหแพทย์เภสัช
426962,ribavirin,200 mg,"capsule, hard",,,capsule,RIBAZOLE 200,"GETZ PHARMA, PAKISTAN"
427062,ribavirin,500 mg,film-coated tablet,,,tablet,RIBAZOLE 500,"GETZ PHARMA, PAKISTAN"
366632,diazepam,5 mg,"capsule, hard",,,capsule,MANODIAZO-5,แหลมทองการแพทย์
372168,doxazosin,4 mg,tablet,,,tablet,MEDURA,สหแพทย์เภสัช
551204,cefuroxime,250 mg,powder for solution for injection/infusion,,,vial,AUROXETIL,"AUROBINDO PHARMA, INDIA"
556458,dexamethasone,5 mg/1 mL,solution for injection,1,mL,ampoule,DEXION,ยูเมด้า
434519,roxithromycin,300 mg,tablet,,,tablet,ROXXO 300,ห้างขายยาตราเจ็ดดาว
435142,aspirin,500 mg,tablet,,,tablet,R-VELON,ยูเมด้า
353342,hydroxyzine hydrochloride,10 mg,tablet,,,tablet,KATRAX,เอ็ม.แอนด์.เอ็ช. แมนูแฟคเจอริ่ง
354311,betaxolol hydrochloride,20 mg,film-coated tablet,,,tablet,KERLONE,"SYNTHELABO GROUPE, FRANCE"
552846,ciprofloxacin,200 mg/100 mL,solution for infusion,100,mL,vial,CIPROM-H,เอ็ม.แอนด์.เอ็ช. แมนูแฟคเจอริ่ง
421383,pyridoxine hydrochloride,25 mg,tablet,,,tablet,PYRIDOXINE HYDROCHLORIDE,เอ.เอ็น.เอช. โปรดัคส์
421401,pyridoxine hydrochloride,25 mg,tablet,,,tablet,PYRIDOXINE HYDROCHLORIDE,เอส.โค. ฟาร์ม่า
421884,quinine sulfate,300 mg,tablet,,,tablet,Q-NIN,วี.เอส. ฟาร์ม่า
422203,quinine sulfate,300 mg,tablet,,,tablet,QUININE,แอคดอน
426405,atazanavir,100 mg,"capsule, hard",,,capsule,REYATAZ 100,"BRISTOL-MYERS SQUIBB, U.S.A."
367129,simeticone,80 mg,chewable tablet,,,tablet,MANOSI-80,แหลมทองการแพทย์
367657,tramadol hydrochloride,50 mg,"capsule, hard",,,capsule,MARDOL,แลชแมน
368169,mebendazole,100 mg,tablet,,,tablet,MASAWORM,มาซา แลบ
372700,amoxicillin,500 mg,"capsule, hard",,,capsule,MEIXIL,เอ็ม.แอนด์.เอ็ช. แมนูแฟคเจอริ่ง
373035,piracetam,400 mg,"capsule, hard",,,capsule,MEMORA,แมคโครฟาร์
441962,cefaclor,250 mg,"capsule, hard",,,capsule,SIFACLOR,สยามเภสัช
442637,simeticone,80 mg,chewable tablet,,,tablet,SIMCONE-T,ที.โอ. ฟาร์ม่า
442750,simeticone,80 mg,chewable tablet,,,tablet,SIMETYL,เอ็ม.แอนด์.เอ็ช. แมนูแฟคเจอริ่ง
444875,flunarizine,5 mg,tablet,,,tablet,SOBERA,ยูโทเปี้ยน
444978,mebendazole,100 mg,tablet,,,tablet,SOGUCAR,เรมี่ฟาร์ม
345160,cefaclor,250 mg,"capsule, hard",,,capsule,HOFCLOR 250,ห้างขายยาตราเจ็ดดาว
347737,chlorphenamine maleate + dextromethorphan hydrobromide + terpin hydrate,2 mg + 10 mg + 125 mg,tablet,,,tablet,ICOLID DX,โรงงานเภสัชกรรมเกร๊ทเตอร์ฟาร์ม่า
357362,furosemide,40 mg,tablet,,,tablet,LASEMIDE,บางกอกแล็ป แอนด์ คอสเมติค
359373,benserazide + levodopa,25 mg + 100 mg,"capsule, hard",,,capsule,LEVOPAR,เอ็ม.แอนด์.เอ็ช. แมนูแฟคเจอริ่ง
374176,metronidazole,250 mg,tablet,,,tablet,METAZAL,เอช.เค. ฟาร์มาซูติคอล
375578,metoprolol tartrate,100 mg,film-coated tablet,,,tablet,METOBLOCK,ไอ.ดี.เอส. แมนูแฟคเจอริ่ง
376863,chlorphenamine maleate + dextromethorphan hydrobromide + terpin hydrate,2 mg + 10 mg + 125 mg,tablet,,,tablet,MEUSIN,แลชแมน
436572,salbutamol,4 mg,tablet,,,tablet,SALMAPLON 4,"KHANDELWAL LABORATORIES, INDIA"
436881,mesalazine,500 mg,suppository,,,suppository,SALOFALK 500,"DR. FALK PHARMA, GERMANY"
437111,cefdinir,100 mg,"capsule, hard",,,capsule,SAMNIR,สยามเภสัช
352159,bromhexine hydrochloride,8 mg,tablet,,,tablet,JIMAX,เภสัชกรรม เค.บี.
352246,selegiline hydrochloride,5 mg,tablet,,,tablet,JULAB,ไบโอแลป
352723,griseofulvin,250 mg,tablet,,,tablet,K.B.VINECIN,เภสัชกรรม เค.บี.
355824,piracetam,800 mg,film-coated tablet,,,tablet,KNOFUL,"Y.S.P. INDUSTRIES, MALAYSIA"
355980,sulfamethoxazole + trimethoprim,400 mg + 80 mg,tablet,,,tablet,KO-KURE,เภสัชกรรมศรีประสิทธิ์
379730,amiloride hydrochloride + hydrochlorothiazide,5 mg + 50 mg,tablet,,,tablet,MODUZIDE,นิวไลฟ์ฟาร์ม่า
380784,domperidone,10 mg,tablet,,,tablet,MOTILIN,อินแพคฟาร์มา
382066,amoxicillin,500 mg,film-coated tablet,,,tablet,MOXXO 500,ห้างขายยาตราเจ็ดดาว
566928,lincomycin,600 mg/2 mL,solution for injection,2,mL,ampoule,LINCOMYCIN,ที.พี. ดรัก แลบบอราทอรี่ส์
567028,lincomycin,600 mg/2 mL,solution for injection,2,mL,vial,LINCON,นิด้า ฟาร์มา
567085,lincomycin,600 mg/2 mL,solution for injection,2,mL,vial,LINCOMYCIN,เอ็ม.แอนด์.เอ็ช. แมนูแฟคเจอริ่ง
567156,lincomycin,600 mg/2 mL,solution for injection,2,mL,vial,COCILLIN,เวสโก ฟาร์มาซูติคอล
374287,methyltestosterone,25 mg,tablet,,,tablet,METESTO,แอคดอน
376150,metronidazole,250 mg,"capsule, hard",,,capsule,METRON,วี.เอส. ฟาร์ม่า
376607,metronidazole,500 mg,tablet,,,tablet,METRONIDAZOLE,บี.เจ. (เบญจโอสถ)
376178,metronidazole,250 mg,"capsule, hard",,,capsule,METRONCAPS,พอนด์เคมีคอล
383138,ambroxol hydrochloride,30 mg,tablet,,,tablet,MUCOLYSE,ยูโทเปี้ยน
383193,ambroxol hydrochloride,30 mg,tablet,,,tablet,MUCOMED,ยูโทเปี้ยน
383275,ambroxol hydrochloride,30 mg,tablet,,,tablet,MUCON,เลิศสิงห์เภสัชกรรม
570190,metronidazole,500 mg/100 mL,solution for infusion,100,mL,vial,MENISOLE,แอตแลนติค
570254,metronidazole,500 mg/100 mL,solution for infusion,100,mL,vial,METRAZOLE,เยนเนอร์ราลดรั๊กส์เฮ้าส์
570296,metronidazole,500 mg/100 mL,solution for infusion,100,mL,vial,MEPAGYL,ไทยนครพัฒนา
570352,metronidazole,500 mg/100 mL,solution for infusion,100,mL,vial,METROVID,มิลลิเมด
553182,ciprofloxacin,200 mg/100 mL,solution for infusion,100,mL,vial,BAYFLOX,แอตแลนติค
553423,ciprofloxacin,200 mg/100 mL,solution for infusion,100,mL,vial,CILAB,ไบโอแลป
556824,dextrose,10 g/100 mL,solution for infusion,1,L,bag,DEXTROSE 10% B.P.,ไทยโอซูก้า
430258,isoniazid + rifampicin,150 mg + 300 mg,coated tablet,,,tablet,RIMACTAZID 300,โอลิค
425105,bromhexine hydrochloride,8 mg,tablet,,,tablet,REMYBROM,เรมี่ฟาร์ม
427965,thioridazine,100 mg,coated tablet,,,tablet,RIDAZINE,แอตแลนติค
429135,rifampicin,450 mg,"capsule, hard",,,capsule,RIFAMPICIN,พอนด์เคมีคอล
430483,isoniazid + rifampicin,300 mg + 150 mg,"capsule, hard",,,capsule,RINIAZID,เลิศสิงห์เภสัชกรรม
431578,methocarbamol,500 mg,tablet,,,tablet,ROCARMOL,เคมีภัณฑ์ เมดิคอล
431972,loratadine,10 mg,tablet,,,tablet,ROLETRA,"RANBAXY LABORATORIES, INDIA"
435539,loperamide,2 mg,tablet,,,tablet,S.CO.MODIUM,เอส.โค. ฟาร์ม่า
436538,aspirin,300 mg,film-coated tablet,,,tablet,SALLY-300,วี.เอส. ฟาร์ม่า
434115,roxithromycin,100 mg,film-coated tablet,,,tablet,ROXOMYCIN 100,สีลมการแพทย์
359817,cefalexin,500 mg,"capsule, hard",,,capsule,LEXIFA-500,นิวไลฟ์ฟาร์ม่า
365696,fluoxetine,20 mg,"capsule, hard",,,capsule,MAGRILAN,"MEDOCHEMIE, CYPRUS"
367912,tetracycline,250 mg,"capsule, hard",,,capsule,MASACLINE,มาซา แลบ
370777,bromhexine hydrochloride,8 mg,tablet,,,tablet,MEDHEXINE,เคมีภัณฑ์ เมดิคอล
371628,pseudoephedrine hydrochloride + triprolidine hydrochloride,60 mg + 2.5 mg,film-coated tablet,,,tablet,MEDOFED,ยูโทเปี้ยน
435086,roxithromycin,300 mg,tablet,,,tablet,RUTHISON,ยูนีซัน
442732,simeticone,200 mg,"capsule, soft",,,capsule,SIMETHICONE,เมดิแคป
443291,chlorphenamine maleate + terpin hydrate,2 mg + 125 mg,tablet,,,tablet,SINFUSSI,เอส.เอส.พี. ลาบอราตอรี่
444555,amoxicillin,250 mg,"capsule, hard",,,capsule,SITAMOX-250,แลชแมน
445898,spironolactone,100 mg,tablet,,,tablet,SPIRONE-100,"TROIKAA PHARMACEUTICALS, INDIA"
438366,piracetam,800 mg,film-coated tablet,,,tablet,SCARDA,วี.เอส. ฟาร์ม่า
439146,selegiline hydrochloride,5 mg,tablet,,,tablet,SEFMEX,ยูนีซัน
439244,selegiline hydrochloride,5 mg,tablet,,,tablet,SELINE,เบอร์ลินฟาร์มาซูติคอลอินดัสตรี้
441181,doxycycline,100 mg,"capsule, hard",,,capsule,SERVIDOXYNE 100,"SIPHARM SISSELN, SWITZERLAND"
446570,sulfamethoxazole + trimethoprim,400 mg + 80 mg,tablet,,,tablet,SQUEEZE,พอนด์เคมีคอล
447200,bromhexine hydrochloride,8 mg,tablet,,,tablet,STANHEXINE,มาตรฐานเภสัช
447228,sulfamethoxazole + trimethoprim,400 mg + 80 mg,"capsule, hard",,,capsule,STANTRIM,มาตรฐานเภสัช
447547,clotrimazole,500 mg,vaginal tablet,,,tablet,STARDA VAGINAL-500,ห้างขายยาตราเจ็ดดาว
554995,sulfamethoxazole + trimethoprim,400 mg/5 mL + 80 mg/5 mL,solution for injection,5,mL,ampoule,BACTRIM,"CENEXI, FRANCE"
562703,gentamicin,20 mg/2 mL,solution for injection,2,mL,vial,GENTAL PEDIATRIC,เยนเนอร์ราลดรั๊กส์เฮ้าส์
562774,gentamicin,80 mg/2 mL,solution for injection,2,mL,vial,MIRAMYCIN,แอตแลนติค
353422,ketoconazole,200 mg,tablet,,,tablet,KECONA,นิวยอร์ค เคมีเกิ้ล
354353,ketotifen,1 mg,tablet,,,tablet,KETASMA,ที.แมน. ฟาร์มา
354395,ketoconazole,200 mg,tablet,,,tablet,KETAZON,สยามเภสัช
357327,digoxin,62.5 mcg,tablet,,,tablet,LANOXIN-PG,"GLAXOSMITHKLINE, AUSTRALIA"
357729,sulfamethoxazole + trimethoprim,100 mg + 20 mg,coated tablet,,,tablet,LECIN-120,พอนด์เคมีคอล
371766,dextromethorphan hydrobromide,15 mg,tablet,,,tablet,ME-DORPHAN,เวชบริการ
374900,metformin hydrochloride,1 g,film-coated tablet,,,tablet,METFORMIN TABLETS BP,"AUROBINDO PHARMA, INDIA"
375870,metronidazole,200 mg,tablet,,,tablet,METRAZOLE,เยนเนอร์ราลดรั๊กส์เฮ้าส์
376270,metronidazole,200 mg,tablet,,,tablet,METRONIDAZOLE,พอนด์เคมีคอล
446438,itraconazole,100 mg,"capsule, hard",,,capsule,SPORNAR,เจริญเภสัชแล็บ
448444,betahistine dihydrochloride,16 mg,tablet,,,tablet,STEI,เภสัชกรรมศรีประสิทธิ์
444403,tizanidine,2 mg,tablet,,,tablet,SIRDALUD,"NOVARTIS SAGLIK GIDA VE TARIM URUNLERI, TURKEY"
444754,diphenhydramine hydrochloride,50 mg,tablet,,,tablet,S-LEPZY,ชุมชนเภสัชกรรม
447988,amoxicillin,500 mg,film-coated tablet,,,tablet,STARMOX 500,ห้างขายยาตราเจ็ดดาว
449453,pseudoephedrine hydrochloride + triprolidine hydrochloride,60 mg + 2.5 mg,tablet,,,tablet,SUDOPHRINE,เอ.เอ็น.เอช. โปรดัคส์
380029,amoxicillin,500 mg,"capsule, hard",,,capsule,MO-MOX,อินแพคฟาร์มา
564677,folinic acid,50 mg/5 mL,solution for injection,5,mL,vial,CAFONATE,"NAPROD LIFE SCIENCES, INDIA"
564942,levofloxacin,500 mg/100 mL,solution for infusion,100,mL,vial,LEFLOXIN,สยามเภสัช
564988,levofloxacin,500 mg/100 mL,solution for infusion,100,mL,vial,LEVOCIN,แอล.บี.เอส. แลบบอเรตอรี่
447926,amoxicillin,250 mg,"capsule, hard",,,capsule,STARMOX,ห้างขายยาตราเจ็ดดาว
370538,midecamycin,200 mg,"capsule, hard",,,capsule,MEDEMYCIN,ไทยเมจิฟาร์มาซิวติคัล
371946,chlorpropamide,250 mg,tablet,,,tablet,MED-PROPAMIDE,เกร๊ทเตอร์ฟาร์ม่า
373144,thiamine,5 mg,coated tablet,,,tablet,MENAMIN,พี.พี. แลบอราตอรี่ส์
445418,isotretinoin,20 mg,"capsule, soft",,,capsule,SOTRET,"RANBAXY LABORATORIES, INDIA"
447801,paracetamol,500 mg,tablet,,,tablet,STARMOL ORANGE,ห้างขายยาตราเจ็ดดาว
447903,paracetamol,500 mg,tablet,,,tablet,STARMOL YELLOW,ห้างขายยาตราเจ็ดดาว
448463,betahistine dihydrochloride,8 mg,tablet,,,tablet,STEI,เภสัชกรรมศรีประสิทธิ์
566241,epinephrine + lidocaine hydrochloride,1 mg/100 mL + 1 g/100 mL,solution for injection,20,mL,vial,"XYLOCAINE 1% WITH ADRENALINE 1:100,000",โอลิค
566256,epinephrine + lidocaine hydrochloride,1 mg/100 mL + 1 g/100 mL,solution for injection,50,mL,vial,"XYLOCAINE 1% WITH ADRENALINE 1:100,000",โอลิค
452519,paracetamol,500 mg,tablet,,,tablet,TAMJAI PARA,โอสถสภา
385052,paracetamol,500 mg,tablet,,,tablet,MYMOLPLUZ,บูรพาโอสถ
388134,chlorphenamine maleate + paracetamol,2 mg + 500 mg,tablet,,,tablet,NEOZA,ห้างยาไทย
391054,chlorphenamine maleate + paracetamol,2 mg + 500 mg,tablet,,,tablet,NOKOLE,สามัคคีเภสัช
391110,norfloxacin,400 mg,film-coated tablet,,,tablet,NOMED 400,อินแพคฟาร์มา
391792,orphenadrine citrate + paracetamol,35 mg + 500 mg,tablet,,,tablet,NORAFLEX,ห้างขายยาน่ำก๊ก
570399,metronidazole,500 mg/100 mL,solution for infusion,100,mL,vial,METRONIDAZOLE U.S.P.,"BAXTER HEALTHCARE, PUERTO RICO"
420002,fluoxetine,20 mg,tablet,,,tablet,PROZAC,"LILLY, SPAIN"
420557,urea,1 mcg,"capsule, soft",,,capsule,PY TEST,"BALLARD MEDICAL PRODUCTS, U.S.A."
421723,pyrazinamide,500 mg,tablet,,,tablet,PZA,โอลิค
427559,rifampicin,300 mg,film-coated tablet,,,tablet,RICIN,แอตแลนติค
374111,trimetazidine dihydrochloride,20 mg,film-coated tablet,,,tablet,METAGEM 20,"M.J. BIOPHARM, INDIA"
449014,ambroxol hydrochloride,15 mg,lozenge,,,lozenge,STREPSILS CHESTY COUGH,บู๊ทส์ แมนูแฟคเจอร์ริ่ง
449131,ambroxol hydrochloride,15 mg,lozenge,,,lozenge,STREPTUSS AX,บู๊ทส์ แมนูแฟคเจอร์ริ่ง
427880,rifampicin,450 mg,"capsule, hard",,,capsule,RIDACIN 450,ดาด้า ฟาร์มาซูติคอล
371174,pseudoephedrine hydrochloride + triprolidine hydrochloride,60 mg + 2.5 mg,film-coated tablet,,,tablet,MEDIFED,สหแพทย์เภสัช
373417,carbamazepine,200 mg,tablet,,,tablet,MAPEZINE,สยามเภสัช
449290,cinnarizine,25 mg,tablet,,,tablet,STUNA,เคมีภัณฑ์ เมดิคอล
450756,norethisterone,5 mg,tablet,,,tablet,SUNOLUT,"SUNWARD PHARMACEUTICAL, SINGAPORE"
368772,colchicine,600 mcg,tablet,,,tablet,M-COLCHICINE,2 เอ็ม (เมด-เมเกอร์)
369541,mecobalamin,500 mcg,film-coated tablet,,,tablet,MECZE,"ZEE LABORATORIES, INDIA"
371038,norfloxacin,100 mg,film-coated tablet,,,tablet,MEDIC-NOR 100,สหแพทย์เภสัช
371980,cinnarizine,25 mg,tablet,,,tablet,MEDRIZINE-P,เคมีภัณฑ์ เมดิคอล
375634,metoprolol tartrate,100 mg,tablet,,,tablet,METOLOL,เบสซี่แอรอน
438309,loperamide,2 mg,tablet,,,tablet,SBOB,ไทยนครพัฒนา
438642,paracetamol,325 mg,tablet,,,tablet,SEAPHARMOL 325,ซีฟาม
440985,amoxicillin,250 mg,"capsule, hard",,,capsule,SERVAMOX 250,โอลิค
441405,loperamide,2 mg,tablet,,,tablet,SETONOX,ปัจจุบันโอสถ
441802,cinnarizine,25 mg,tablet,,,tablet,SIARIZINE,สยามเภสัช
449634,sulfadiazine,500 mg,tablet,,,tablet,SULFADIAZINE,เคมีภัณฑ์ เมดิคอล
450257,sulfadiazine,500 mg,tablet,,,tablet,SULPHADIAZINE,เยนเนอร์ราลดรั๊กส์เฮ้าส์
450610,serratiopeptidase,5 mg,film-coated tablet,,,tablet,SUMIDIN,เบสซี่แอรอน
425341,aescin,20 mg,gastro-resistant tablet,,,tablet,REPARIL-DRAGEES,"MADAUS GMBH, GERMANY"
428370,rifampicin,300 mg,"capsule, hard",,,capsule,RIFADIN,โอลิค
429347,rifampicin,300 mg,"capsule, hard",,,capsule,RIFANO,มิลาโน
429628,rifampicin,300 mg,"capsule, hard",,,capsule,RIFIN,นิวไลฟ์ฟาร์ม่า
430567,rifampicin,300 mg,"capsule, hard",,,capsule,RIPIN,โมเดอร์นแมนู
372446,mebendazole,500 mg,film-coated tablet,,,tablet,MEFUCA,เคนยากุ
373982,mesterolone,25 mg,tablet,,,tablet,MESVIRON 25,"SAMARTH PHARMA, INDIA"
376197,metronidazole,200 mg,tablet,,,tablet,METRONID,เอส.โค. ฟาร์ม่า
377590,pizotifen,500 mcg,coated tablet,,,tablet,MIGRIN,ยูโทเปี้ยน
374304,metformin hydrochloride,500 mg,tablet,,,tablet,METFAMA 500,ที.แมน. ฟาร์มา
376828,sulfamethoxazole + trimethoprim,400 mg + 80 mg,tablet,,,tablet,METXAPRIM,เยนเนอร์ราลดรั๊กส์เฮ้าส์
448297,stavudine,15 mg,"capsule, hard",,,capsule,STAVUDINE,องค์การเภสัชกรรม
448767,efavirenz,200 mg,"capsule, hard",,,capsule,STOCRIN,"BRISTOL-MYERS SQUIBB HOLDINGS PHARMA, U.S.A."
450430,sulfamethoxazole + trimethoprim,400 mg + 80 mg,tablet,,,tablet,SULTRIM,นิวไลฟ์ฟาร์ม่า
451013,pseudoephedrine hydrochloride + triprolidine hydrochloride,60 mg + 2.5 mg,film-coated tablet,,,tablet,SUPHEDRINE,สุพงษ์เภสัช
373090,piracetam,800 mg,film-coated tablet,,,tablet,MEMPIL,เยนเนอร์ราลดรั๊กส์เฮ้าส์
