tpu_code,active_ingredient,strength,form,amount_numerator,amount_numerator_unit,amount_denominator_unit,name,manufacturer_name
815684,methoxy polyethylene glycol-epoetin beta,50 mcg/0.3 mL,solution for injection,0.3,mL,prefilled syr,MIRCERA,"ROCHE DIAGNOSTICS, GERMANY"
817295,aluminium hydroxide + magnesium hydroxide + simeticone,102 mg/5 mL + 66.67 mg/5 mL + 10 mg/5 mL,oral suspension,240,mL,bottle,ALUGAS P.D.,ไทย พี.ดี. เคมีคอล
825438,ibuprofen,400 mg,film-coated tablet,,,tablet,IBROFEN 400 FC,ที.โอ. เคมีคอลส์ (1979) (ปทุมธานี)
576791,propofol,200 mg/20 mL,emulsion for injection/infusion,20,mL,ampoule,PROFOL,"CLARIS LIFESCIENCES, INDIA"
1018157,fluphenazine decanoate,50 mg/2 mL,solution for injection,2,mL,ampoule,FLUPHENZINE,ที.พี. ดรัก แลบบอราทอรี่ส์
1020251,ascorbic acid,25 g/100 mL,solution for injection,100,mL,vial,VITAMIN C,แอตแลนติค
732640,ascorbic acid + hesperidin methyl chalcone + root extract of the ruscus aculeatus plant,100 mg + 150 mg + 150 mg,"capsule, hard",,,capsule,CYCLOFORT,"PIERRE FABRE MEDICAMENT PRODUCTION, FRANCE"
740548,aluminium hydroxide + magnesium hydroxide,220 mg/5 mL + 120 mg/5 mL,oral suspension,1,L,bottle,MAALOX,โอลิค
740524,aluminium hydroxide + magnesium hydroxide,220 mg/5 mL + 120 mg/5 mL,oral suspension,240,mL,bottle,MAALOX,โอลิค
740904,gabapentin,400 mg,"capsule, hard",,,capsule,GABAPENTIN SANDOZ,"SANDOZ, INDIA"
743196,calcium carbonate,1 g,film-coated tablet,,,tablet,CHALKCAP,พอนด์เคมีคอล
841324,triamcinolone acetonide,50 mg/5 mL,suspension for injection,5,mL,vial,V. NOLONE 10,เวสโก ฟาร์มาซูติคอล
913950,piroxicam,10 mg,tablet,,,tablet,VEROX-TAB (ORANGE),เมดิซีน โปรดักส์
919458,acetic acid + aluminium sulfate + boric acid + calcium carbonate,4.64 mL/100 mL + 7.91 g/100 mL + 680 mg/100 mL + 3.82 g/100 mL,cutaneous solution,60,mL,bottle,BUROW'S SOLUTION,โรงพยาบาลศรีสะเกษ
921243,hydrocortisone acetate,1 g/100 g,cream,30,g,jar,HYDROCORTISONE 1% CREAM,สถาบันโรคผิวหนัง
921289,hydrocortisone acetate,1 g/100 g,cream,500,g,jar,HYDROCORTISONE 1% CREAM,สถาบันโรคผิวหนัง
921227,hydrocortisone acetate,1 g/100 g,cream,15,g,jar,HYDROCORTISONE 1% CREAM,สถาบันโรคผิวหนัง
926458,chloroxylenol,16 g/100 mL,gargle/mouthwash,4.5,L,gallon,SPECIAL MOUTHWASH DILUTED,โรงพยาบาลบุรีรัมย์
926436,chloroxylenol,16 g/100 mL,gargle/mouthwash,240,mL,bottle,SPECIAL MOUTHWASH DILUTED,โรงพยาบาลบุรีรัมย์
927964,clioquinol + triamcinolone acetonide,3 g/100 g + 20 mg/100 g,cream,150,g,jar,VIOFORM IN TA CREAM,สถาบันโรคผิวหนัง
927940,clioquinol + triamcinolone acetonide,3 g/100 g + 20 mg/100 g,cream,30,g,jar,VIOFORM IN TA CREAM,สถาบันโรคผิวหนัง
927986,clioquinol + triamcinolone acetonide,3 g/100 g + 20 mg/100 g,cream,500,g,jar,VIOFORM IN TA CREAM,สถาบันโรคผิวหนัง
1042503,aluminium hydroxide + magnesium hydroxide + simeticone,320 mg/5 mL + 110 mg/5 mL + 20 mg/5 mL,oral suspension,240,mL,bottle,ALTICON,เภสัชกรรม เค.บี.
815785,methoxy polyethylene glycol-epoetin beta,100 mcg/0.3 mL,solution for injection,0.3,mL,prefilled syr,MIRCERA,"ROCHE DIAGNOSTICS, GERMANY"
819733,methylprednisolone,500 mg,powder for solution for injection/infusion,,,vial,MEDASON,"NANG KUANG PHARMACEUTICAL, TAIWAN"
821770,benzalkonium chloride + menthol,150 mg/100 mL + 1 g/100 mL,cutaneous solution,20,mL,bottle,SANACO,ไทย พี.ดี. เคมีคอล
808899,iohexol,30 g/100 mL,solution for injection,100,mL,vial,OMNIPAQUE,"GE HEALTHCARE, CHINA"
847866,atracurium besilate,25 mg/2.5 mL,solution for injection/infusion,2.5,mL,ampoule,NOTRIXUM,"P.T. NOVELL PHARMACEUTICAL LABORATORIES, INDONESIA"
1013901,fosphenytoin sodium,750 mg/10 mL,solution for injection,10,mL,vial,CERENEU,"PHARMACIA AND UPJOHN, U.S.A."
823972,cyclophosphamide,1 g,powder for solution for injection,,,vial,CYCLOXAN,"BIOCHEM PHARMACEUTICAL, INDIA"
824172,diazepam,10 mg,tablet,,,tablet,DIAZEPAM,องค์การเภสัชกรรม
826601,methyl salicylate,10.2 g/100 g,cream,30,g,tube,NAVY BALM,เภสัชกรรมทหาร
826686,dextrose + potassium chloride + sodium chloride + sodium citrate dihydrate,5 g/6.975 g + 375 mg/6.975 g + 875 mg/6.975 g + 725 mg/6.975 g,powder for oral solution,6.975,g,sachet,ORAL REHYDRATION SALTS,องค์การเภสัชกรรม
915942,iodine + zinc iodide,3 g/100 mL + 4 g/100 mL,oromucosal solution,500,mL,bottle,TALBOT'S SOLUTION,โรงพยาบาลสรรพสิทธิประสงค์
920620,dimethyl sulfoxide + triamcinolone acetonide,10 g/100 mL + 20 mg/100 mL,cutaneous solution,60,mL,bottle,DMSO 10% IN TA SOLUTION,สถาบันโรคผิวหนัง
702014,triamcinolone acetonide + urea,100 mg/100 g + 10 g/100 g,cream,500,g,jar,UREA IN TRIAMCINOLONE,โรงพยาบาลศิริราช
1021425,elosulfase alfa,5 mg/5 mL,concentrate for solution for infusion,5,mL,vial,VIMIZIM,"VETTER PHARMA-FERTIGUNG, GERMANY"
972428,dexamethasone,100 mg/100 mL,"ear/eye drops, solution",5,mL,bottle,DEXAMETHASONE ED,โรงพยาบาลบุรีรัมย์
975102,carnitine,500 mg,powder for oral solution,500,mg,sachet,CARNITINE,โรงพยาบาลรามาธิบดี
925115,salicylic acid,40 g/100 g,ointment,150,g,jar,SALICYLIC ACID 40% OINTMENT,สถาบันโรคผิวหนัง
925485,citric acid + sodium citrate,6.9 g/100 mL + 10 g/100 mL,oral solution,30,mL,bottle,SHOHL'S SOLUTION,โรงพยาบาลศูนย์ตรัง
725317,phytomenadione,2 mg/200 mcL,solution for injection,200,mcL,ampoule,KONAKION MM PAEDIATRIC,"CENEXI, FRANCE"
740737,cyanocobalamin + pyridoxine + thiamine,1 mg + 250 mg + 250 mg,film-coated tablet,,,tablet,CENOVIS PRINCI-B FORT,โอลิค
745723,memantine hydrochloride,10 mg,film-coated tablet,,,tablet,NEUMANTINE,มิลลิเมด
747653,budesonide,500 mcg/2 mL,nebuliser suspension,2,mL,unit dose,PULMICORT,"ASTRAZENECA, SWEDEN"
925463,citric acid + sodium citrate,6.9 g/100 mL + 10 g/100 mL,oral solution,240,mL,bottle,SHOHL'S SOLUTION,โรงพยาบาลศูนย์ตรัง
927022,trichloroacetic acid,60 g/100 mL,cutaneous solution,30,mL,bottle,TCA 60% SOLUTION,สถาบันโรคผิวหนัง
927203,urea,10 g/100 g,cream,450,g,jar,UREA 10%,โรงพยาบาลศูนย์ตรัง
1102149,"influenza type A virus vaccine, A/Michigan/45/2015 (H1N1) pdm09-like strain + influenza type A virus vaccine, A/Switzerland/8060/2017 (H3N2)-like strain + influenza type B virus vaccine, B/Colorado/6/2017-like strain + influenza type B virus vaccine, B/Phuket/3073/2013-like strain",15 mcg/0.5 mL + 15 mcg/0.5 mL + 15 mcg/0.5 mL + 15 mcg/0.5 mL,suspension for injection,0.5,mL,prefilled syr,FLUARIX TETRA,บริษัทแกล็กโซสมิทไคล์น (ประเทศไทย) จำกัด
1032101,triamcinolone acetonide,40 mg/1 mL,suspension for injection,1,mL,vial,TRIAMCINOLONE,"DONGKWANG PHARM, KOREA"
1035519,celecoxib,400 mg,"capsule, hard",,,capsule,PAINEX,มิลลิเมด
1036135,castor oil,100 mL/100 mL,oral liquid,450,mL,bottle,CASTOR OIL,อันอันโอสถ
1036119,castor oil,100 mL/100 mL,oral liquid,60,mL,bottle,CASTOR OIL,อันอันโอสถ
1036093,castor oil,100 mL/100 mL,oral liquid,30,mL,bottle,CASTOR OIL,อันอันโอสถ
1038037,cilastatin + imipenem,500 mg + 500 mg,powder for solution for infusion,,,vial,INEMPLUS 500,"AURONEXT PHARMA, INDIA"
1038224,fosfomycin,3 g,granules for oral solution,,,sachet,FOSFOMET,แอตแลนติค
931559,edetic acid,250 mg/100 mL,"eye drops, solution",10,mL,dropper container,EDTA 0.25% IN LAC-OPH,โรงพยาบาลสงขลานครินทร์
1033928,dicloxacillin,500 mg,"capsule, hard",,,capsule,DICLOHOF 500,ห้างขายยาตราเจ็ดดาว
1035865,ethyl alcohol,70 mL/100 mL,cutaneous solution,30,mL,bottle,ETHANOL,อันอันโอสถ
721191,fosfructose trisodium,500 mg,powder and solvent for solution for injection,,,vial,ESAFOSFINA,"BIOMEDICA FOSCAMA INDUSTRIA CHIMICO FARMACEUTICA, ITALY"
727205,simvastatin,10 mg,film-coated tablet,,,tablet,EUCOR,โรงงานเภสัชกรรมเกร๊ทเตอร์ฟาร์ม่า
982157,cetyl alcohol + mineral oil + stearyl alcohol + white petrolatum,2 g/100 g + 18 mL/100 g + 6 g/100 g + 10 g/100 g,cream,100,g,bottle,COLD CREAM,โรงพยาบาลรามาธิบดี
1048562,amlodipine,5 mg,tablet,,,tablet,AMPINE-5,มิลลิเมด
1048982,gliclazide,60 mg,modified-release tablet,,,tablet,GLUCOZIDE MR 60,ยูนีซัน
1100136,morphine sulfate,10 mg,prolonged-release tablet,,,tablet,RUMORF SR-10,"RUSAN PHARMA, INDIA"
1034417,calamine + diphenhydramine hydrochloride + zinc oxide,15 g/100 mL + 1 g/100 mL + 5 g/100 mL,cutaneous suspension,120,mL,bottle,CALADIPHEN LOTION LEOPARD BRAND,ห้างขายยาตราเสือดาว
1035877,ethyl alcohol,70 mL/100 mL,cutaneous solution,60,mL,bottle,ETHANOL,อันอันโอสถ
1035883,ethyl alcohol,70 mL/100 mL,cutaneous solution,450,mL,bottle,ETHANOL,อันอันโอสถ
749944,atorvastatin,40 mg,film-coated tablet,,,tablet,LIPITOR,"PFIZER PHARMACEUTICALS, PUERTO RICO"
978907,betamethasone valerate + urea,100 mg/100 g + 30 g/100 g,cream,100,g,jar,UREA IN BET,โรงพยาบาลสุราษฎร์ธานี
978866,betamethasone valerate + urea,100 mg/100 g + 30 g/100 g,cream,15,g,tube,UREA IN BET,โรงพยาบาลสุราษฎร์ธานี
822156,triamcinolone acetonide,100 mg/100 g,cream,5,g,tube,TACINOL,โปลิฟาร์ม
849810,triamcinolone acetonide,100 mg/100 g,cream,15,g,tube,TACINOL,โปลิฟาร์ม
859949,triamcinolone acetonide,100 mg/100 g,cream,500,g,jar,TACINOL,โปลิฟาร์ม
824795,simeticone,40 mg/0.6 mL,"oral drops, suspension",15,mL,bottle,GAS-MED,ที.แมน. ฟาร์มา
828381,fexofenadine hydrochloride,60 mg,film-coated tablet,,,tablet,TOFEXO 60,ที.โอ. เคมีคอลส์ (1979) (กรุงเทพฯ)
1037033,povidone iodine,10 g/100 mL,cutaneous solution,15,mL,bottle,POVIDONE-IODINE,มิลลิเมด
1037858,voriconazole,50 mg,film-coated tablet,,,tablet,VFEND,"PFIZER ITALIA, ITALY"
1038796,iopromide,76.88 g/100 mL,solution for injection,100,mL,vial,ULTRAVIST 370,"BAYER, GERMANY"
823675,calamine + diphenhydramine hydrochloride,8 g/100 g + 1 g/100 g,cutaneous suspension,60,mL,bottle,CALORYNE,ที.โอ. ฟาร์ม่า
823836,chlorphenamine maleate,2 mg/5 mL,syrup,60,mL,bottle,CHLORPHEN,นิวไลฟ์ฟาร์ม่า
824043,dactinomycin,500 mcg,powder for solution for injection,,,vial,DACILON,"CELON LABORATORIES, INDIA"
1040154,saxagliptin,5 mg,film-coated tablet,,,tablet,ONGLYZA,"ASTRAZENECA PHARMACEUTICALS, U.S.A."
1040196,nicotinamide + pyridoxine + riboflavin + thiamine,100 mg/1 mL + 1 mg/1 mL + 500 mcg/1 mL + 100 mg/1 mL,solution for injection,10,mL,vial,B-100 COMPLEX,ที.พี. ดรัก แลบบอราทอรี่ส์
729945,amino acids,10 g/100 mL,solution for infusion,500,mL,bag,AMIPAREN,"P.T. OTSUKA, INDONESIA"
743647,calcium lactate,300 mg,tablet,,,tablet,CALCIUM LACTATE,บี.เอ็ล.ฮั้ว
755378,iron sucrose,100 mg/5 mL,solution for injection,5,mL,ampoule,SUCROFER,"CLARIS LIFESCIENCES, INDIA"
764992,human normal immunoglobulin,2.5 g/50 mL,solution for infusion,50,mL,vial,LIV-GAMMA,"S.K. CHEMICALS, KOREA"
756734,miconazole nitrate + triamcinolone acetonide,2 g/100 g + 200 mg/100 g,cream,300,g,jar,TIMI,เภสัชกรรมศรีประสิทธิ์
756752,miconazole nitrate + triamcinolone acetonide,2 g/100 g + 200 mg/100 g,cream,15,g,tube,TIMI,เภสัชกรรมศรีประสิทธิ์
853618,miconazole nitrate + triamcinolone acetonide,2 g/100 g + 200 mg/100 g,cream,500,g,jar,TIMI,เภสัชกรรมศรีประสิทธิ์
985805,amylmetacresol + dichlorobenzyl alcohol,600 mcg + 1.2 mg,lozenge,,,lozenge,THROATSIL (YELLOW),มิลลิเมด
988485,erythromycin,125 mg/5 mL,powder for oral suspension,60,mL,bottle,ERYTOMIN,แอคดอน
997401,chloroxylenol,100 mg/100 mL,gargle/mouthwash,450,mL,bottle,SPECIAL MOUTHWASH (S.M.W),โรงพยาบาลราชบุรี
921262,hydrocortisone acetate,1 g/100 g,cream,150,g,jar,HYDROCORTISONE 1% CREAM,สถาบันโรคผิวหนัง
925557,citric acid + potassium citrate + sodium citrate,140 mg/1 mL + 50 mg/1 mL + 50 mg/1 mL,oral solution,240,mL,bottle,SHOHL'S SOLUTION,โรงพยาบาลมหาราชนครเชียงใหม่
928016,zinc oxide,25 g/100 g,cream,500,g,bottle,ZINC OXIDE 25% PASTE,โรงพยาบาลบุรีรัมย์
917234,paclitaxel,300 mg/50 mL,concentrate for solution for infusion,50,mL,vial,PACLITAXEL S.M.,"QUALITY PHARMA, ARGENTINA"
918531,dithranol,250 mg/100 g,ointment,150,g,jar,ANTHRALIN 0.25% OINTMENT,สถาบันโรคผิวหนัง
918554,dithranol,250 mg/100 g,ointment,500,g,jar,ANTHRALIN 0.25% OINTMENT,สถาบันโรคผิวหนัง
743718,ascorbic acid + sodium ascorbate,250 mg + 281.25 mg,tablet,,,tablet,ASCEE,บี.เอ็ล.ฮั้ว
743940,methenamine + methylthioninium chloride + potassium nitrate,120 mg + 120 mg + 60 mg,coated tablet,,,tablet,CYSTOSIN-K,บี.เอ็ล.ฮั้ว
744140,calcium carbonate + calcium gluconate + calcium lactate,300 mg + 100 mg + 2.93 g,effervescent tablet,,,tablet,KAL-FORTE (GRAPE),บี.เอ็ล.ฮั้ว
727813,ketoconazole,200 mg,tablet,,,tablet,FUNGIDERM-K,โรงงานเภสัชกรรมเกร๊ทเตอร์ฟาร์ม่า
727930,betamethasone + neomycin sulfate,100 mg/100 g + 500 mg/100 g,cream,15,g,tube,BETHASONE-N,โรงงานเภสัชกรรมเกร๊ทเตอร์ฟาร์ม่า
727924,betamethasone + neomycin sulfate,100 mg/100 g + 500 mg/100 g,cream,5,g,tube,BETHASONE-N,โรงงานเภสัชกรรมเกร๊ทเตอร์ฟาร์ม่า
918512,dithranol,250 mg/100 g,ointment,30,g,jar,ANTHRALIN 0.25% OINTMENT,สถาบันโรคผิวหนัง
978884,betamethasone valerate + urea,100 mg/100 g + 30 g/100 g,cream,50,g,jar,UREA IN BET,โรงพยาบาลสุราษฎร์ธานี
984997,dexamethasone,100 mg/100 mL,"eye drops, solution",10,mL,bottle,DEXAMETHASONE,โรงพยาบาลมหาราชนครเชียงใหม่
986673,triamcinolone acetonide,100 mg/100 g,cream,30,g,tube,TRIAMCINOLONE,โรงพยาบาลศิริราช
986660,triamcinolone acetonide,100 mg/100 g,cream,5,g,tube,TRIAMCINOLONE,โรงพยาบาลศิริราช
834936,hyaluronic acid,20 mg/1 mL,solution for injection,1,mL,prefilled syr,PERFECTHA DERM,"OBVIELINE, FRANCE"
512220,miconazole nitrate + triamcinolone acetonide,2 g/100 g + 200 mg/100 g,cream,5,g,tube,TIMI,เภสัชกรรมศรีประสิทธิ์
839417,hyaluronic acid,25 mg/1 mL,gel,,,prefilled syr,REVANESSE ULTRA,"PROLLENIUM MEDICAL TECHNOLOGIES, CANADA"
841395,valproate sodium,200 mg,gastro-resistant tablet,,,tablet,VALSTAL-200,"STALLION LABORATORIES, INDIA"
1037476,ethyl alcohol,20 mL/100 mL,solution for injection,10,mL,vial,ALCOHOL,โรงพยาบาลมหาราชนครราชสีมา
1050598,leuprorelin acetate,1.88 mg,powder and solvent for prolonged-release suspension for injection,,,prefilled syr,ENANTONE L.P.,"TAKEDA PHARMACEUTICAL (HIKARI PLANT), JAPAN"
1052331,flurbiprofen,8.75 mg/1 dose,"oromucosal spray, solution",15,mL,bottle,STREPSILSMAXPRO DIRECT,เรกคิทท์ เบนคีเซอร์ เฮลธ์แคร์
848374,phenoxymethylpenicillin,250 mg,tablet,,,tablet,PENICILLIN V,โอสถอินเตอร์ แลบบอราทอรีส์
848771,povidone iodine,10 g/100 mL,cutaneous solution,4.5,L,gallon,P-VIDINE SOLUTION,พี.พี. แลบอราตอรี่ส์
770163,nicotinamide + pyridoxine + riboflavin + thiamine,100 mg/1 mL + 1 mg/1 mL + 500 mcg/1 mL + 100 mg/1 mL,solution for injection,1,mL,ampoule,B-100 COMPLEX,ที.พี. ดรัก แลบบอราทอรี่ส์
1039650,desogestrel + ethinylestradiol,150 mcg + 20 mcg,tablet,28,tablets,pack,MERCILON 28,"N.V. ORGANON, NETHERLANDS"
747703,budesonide,1 mg/2 mL,nebuliser suspension,2,mL,unit dose,PULMICORT,"ASTRAZENECA, SWEDEN"
107613,sulodexide,250 LSU,"capsule, soft",,,capsule,VESSEL,"ALFA WASSERMANN, ITALY"
1027806,zoledronic acid,4 mg/5 mL,concentrate for solution for infusion,5,mL,vial,ZOLEDRONIC ACID FRESENIUS KABI,"FRESENIUS KABI, AUSTRIA"
1034128,clotrimazole,1 g/100 mL,"cutaneous spray, solution",25,mL,bottle,MYCORIL SPRAY,"REMEDICA, CYPRUS"
1034349,guaifenesin,100 mg/5 mL,syrup,60,mL,bottle,LEOTUSSIN LEOPARD BRAND,ห้างขายยาตราเสือดาว
1038173,amoxicillin + clavulanic acid,875 mg + 125 mg,film-coated tablet,,,tablet,COKLAV 1000,ชุมชนเภสัชกรรม
746574,simeticone,80 mg,chewable tablet,,,tablet,SIMENAX,ห้างขายยาตราเจ็ดดาว
754978,cyproterone acetate + ethinylestradiol,2 mg + 35 mcg,coated tablet,21,tablets,pack,CYPRESS,"FAMY CARE, INDIA"
835050,citric acid + magnesium oxide + sodium picosulfate,12 g + 3.5 g + 10 mg,powder for oral solution,16.1,g,sachet,PICOPREP,"FERRING PHARMACEUTICALS, CHINA"
837525,dextromethorphan hydrobromide,5 mg/5 mL,syrup,60,mL,bottle,DEXTRO-5,เมดิซีน โปรดักส์
718172,tramadol hydrochloride,50 mg/1 mL,solution for injection,1,mL,ampoule,MILLIDOL,มิลลิเมด
824418,fenpiverinium bromide + pitofenone hydrochloride,100 mcg + 5 mg,tablet,,,tablet,DONAGAN,ที.โอ. เคมีคอลส์ (1979) (กรุงเทพฯ)
1015618,betamethasone dipropionate + iodine + potassium iodide,1.25 g/100 mL + 625 mg/100 mL,cutaneous solution,60,mL,bottle,MANDL'S PAINT FOR CHILDREN,โรงพยาบาลพระนั่งเกล้า
1022386,thalidomide,50 mg,"capsule, hard",,,capsule,THADO,"TTY BIOPHARM, TAIWAN"
758039,chlorhexidine gluconate + ethyl alcohol,2 g/100 mL + 70 mL/100 mL,cutaneous solution,120,mL,bottle,PREPSKIN-C,สหแพทย์เภสัช
758056,chlorhexidine gluconate + ethyl alcohol,2 g/100 mL + 70 mL/100 mL,cutaneous solution,450,mL,bottle,PREPSKIN-C,สหแพทย์เภสัช
832654,ispaghula husk,578.864 mg/1 g,powder for oral solution,425,g,bottle,METAMUCIL SMOOTH TEXTURE,"PROCTER & GAMBLE, U.S.A."
752458,magnesium sulfate,10 g/20 mL,solution for injection/infusion,20,mL,vial,MAGNESIUM SULFATE,โรงพยาบาลศิริราช
761525,dextrose + potassium chloride + sodium chloride + sodium citrate dihydrate,3 g + 230 mg + 530 mg + 440 mg,granules for oral solution,,,sachet,ORS UNOSAL,บี.เอ็ล.ฮั้ว
843299,enoxaparin sodium,60 mg/0.6 mL,solution for injection,0.6,mL,prefilled syr,CUTENOX,"GLAND PHARMA, INDIA"
1024620,bacillus clausii,2 billion spores/5 mL,oral suspension,5,mL,bottle,ENTEROGERMINA,"SANOFI, ITALY"
1028509,potassium chloride,60 mg/5 mL,oral solution,30,mL,bottle,KCL ELIXIR,โรงพยาบาลพหลพลพยุหเสนา
1028566,potassium chloride,60 mg/5 mL,oral solution,500,mL,bottle,KCL ELIXIR,โรงพยาบาลพหลพลพยุหเสนา
1028521,potassium chloride,60 mg/5 mL,oral solution,60,mL,bottle,KCL ELIXIR,โรงพยาบาลพหลพลพยุหเสนา
