tpu_code,active_ingredient,strength,form,amount_numerator,amount_numerator_unit,amount_denominator_unit,name,manufacturer_name
851093,calciferol + calcium pantothenate + cyanocobalamin + nicotinamide + pyridoxine + retinol + riboflavin + thiamine,200 iu/5 mL + 5 mg/5 mL + 5 mcg/5 mL + 20 mg/5 mL + 1 mg/5 mL + 1000 iu/5 mL + 3 mg/5 mL + 5 mg/5 mL,syrup,60,mL,bottle,COX MULTIVIT,ค็อกซ์
867864,orphenadrine citrate + paracetamol,35 mg + 500 mg,tablet,,,tablet,PIPORPA,เพรซิเดนท์ อินเตอร์ ฟาร์มา
954147,asafoetida,20 g/100 mL,cutaneous solution,60,mL,bottle,TR. ASAFOETIDA,สหการโอสถ
853279,ofloxacin,100 mg,film-coated tablet,,,tablet,TAROXIN 100,โปลิฟาร์ม
856611,cetirizine hydrochloride,5 mg/5 mL,syrup,75,mL,bottle,ZYRTEC,"AESICA PHARMACEUTICALS, ITALY"
862797,esomeprazole,40 mg,powder for solution for injection/infusion,,,vial,ESOMEPRAZOLE SANDOZ,"LEK PHARMACEUTICALS, SLOVENIA"
868266,imatinib,100 mg,film-coated tablet,,,tablet,ALVOTINIB,"REMEDICA, CYPRUS"
1008454,norepinephrine,4 mg/4 mL,concentrate for solution for infusion,4,mL,vial,LEVOPHED,"HOSPIRA, U.S.A."
1009832,"influenza type A virus vaccine, A/Hong Kong/4801/2014 (H3N2)-like virus + influenza type A virus vaccine, A/Michigan/45/2015 (H1N1)pdm09-like virus + influenza type B virus vaccine, B/Brisbane/60/2008-like virus + influenza type B virus vaccine, B/Phuket/3073/2013-like virus",15 mcg/0.5 mL + 15 mcg/0.5 mL + 15 mcg/0.5 mL + 15 mcg/0.5 mL,suspension for injection,0.5,mL,prefilled syr,FLUQUADRI (2017),"SANOFI PASTEUR, U.S.A."
1014015,ethinylestradiol + levonorgestrel,20 mcg + 100 mcg,film-coated tablet,21,tablets,pack,LINA,"LABORATORIOS LEON FARMA, SPAIN"
1015723,compound cardamom tincture + mineral oil,8 mL/100 mL + 50 mL/100 mL,oral emulsion,240,mL,bottle,E.L.P. CO Emulsion,โรงพยาบาลพระนั่งเกล้า
1016459,idarucizumab,2.5 g/50 mL,solution for injection/infusion,50,mL,vial,PRAXBIND,"BOEHRINGER INGELHEIM PHARMA, GERMANY"
1015159,olaparib,50 mg,"capsule, hard",,,capsule,LYNPARZA,"PATHEON PHARMACEUTICALS, U.S.A."
1017522,vildagliptin,50 mg,tablet,,,tablet,GALVUS,"NOVARTIS FARMACEUTICA, SPAIN"
837853,domperidone,10 mg,tablet,,,tablet,DOM M,ห้างขายยาตราเจ็ดดาว
845243,cyanocobalamin + pyridoxine + thiamine,50 mcg + 5 mg + 100 mg,film-coated tablet,,,tablet,B.A.F.-2,เมดิซีน โปรดักส์
847312,triamcinolone acetonide,100 mg/100 g,oral paste,1,g,sachet,METORAL,ยูนีซัน
849670,dibasic sodium phosphate + monobasic sodium phosphate,900 mg/5 mL + 2.4 g/5 mL,oral solution,90,mL,bottle,SWIFF,เบอร์ลินฟาร์มาซูติคอลอินดัสตรี้
860423,phenylbutazone,200 mg,"capsule, hard",,,capsule,BUTARZOL,เบสซี่แอรอน
867076,thiamine hydrochloride,100 mg/1 mL,solution for injection/infusion,1,mL,ampoule,VITAMIN B1,เบสซี่แอรอน
868348,oxaliplatin,50 mg/10 mL,concentrate for solution for infusion,10,mL,vial,OXALIPLATIN KABI,"FRESENIUS KABI ONCOLOGY, INDIA"
853205,flavoxate hydrochloride,200 mg,coated tablet,,,tablet,SPASURI 200,ฟาร์มาสันต์แล็บบอราตอรี่ส์
862663,guaifenesin,100 mg/5 mL,syrup,60,mL,bottle,GUAIACOL,สุพงษ์เภสัช
864689,tramadol hydrochloride,50 mg,"capsule, hard",,,capsule,TRAMAXPRIM,"PRIME PHARMACEUTICALS, INDIA"
868561,pregabalin,75 mg,"capsule, hard",,,capsule,BRILLIOR,"PFIZER MANUFACTURING DEUTSCHLAND, GERMANY"
872589,tretinoin,50 mg/100 g,cream,15,g,tube,TINA-A,2 เอ็ม (เมด-เมเกอร์)
872562,tretinoin,50 mg/100 g,cream,5,g,tube,TINA-A,2 เอ็ม (เมด-เมเกอร์)
872602,tretinoin,50 mg/100 g,cream,100,g,tube,TINA-A,2 เอ็ม (เมด-เมเกอร์)
877729,tretinoin,50 mg/100 g,cream,5,g,tube,ACCIN 2,2 เอ็ม (เมด-เมเกอร์)
851458,ammonium chloride + diphenhydramine hydrochloride + sodium citrate,125 mg/5 mL + 13 mg/5 mL + 50 mg/5 mL,syrup,60,mL,bottle,DIPHENYL EXPECTORANT,ค็อกซ์
720352,cefpirome,1 g,powder for solution for injection,,,vial,CEFROM,"PATHEON, U.K."
722447,l-ornithine-l-aspartate,3 g,granules for oral solution,,,sachet,HEPA-MERZ,"MERZ PHARMA, GERMANY"
722890,rotigotine,4 mg,transdermal patch,,,patch,NEUPRO,"LTS LOHMANN THERAPIE-SYSTEME, GERMANY"
723814,thyrotropin,1.1 mg,powder and solvent for solution for injection,,,vial,THYROGEN,"GENZYME, U.S.A."
852414,povidone iodine,10 g/100 mL,cutaneous solution,30,mL,bottle,PODINE SOLUTION,ซีฟาม
864538,ibuprofen,400 mg,film-coated tablet,,,tablet,IB-FEN,ฟาร์มาสันต์แล็บบอราตอรี่ส์
864777,propofol,200 mg/20 mL,emulsion for injection/infusion,20,mL,ampoule,RECOFOL (R),"BAYER SCHERING PHARMA, FINLAND"
867409,dexpanthenol,50 mg/1 mL,"nasal spray, solution",20,mL,actuation,MAR PLUS,"URSAPHARM ARZNEIMITTEL, GERMANY"
868209,pioglitazone,30 mg,tablet,,,tablet,MILITOS,มิลลิเมด
869550,amylocaine hydrochloride + bacitracin + neomycin,500 mcg + 100 iu + 2.5 mg,lozenge,,,lozenge,BASINA (LEMON),ที.แมน. ฟาร์มา
869597,amylocaine hydrochloride + bacitracin + neomycin,500 mcg + 100 iu + 2.5 mg,lozenge,,,lozenge,BASINA (ORANGE),ที.แมน. ฟาร์มา
881066,perfluoro-n-octane,,solution for injection,5,mL,vial,PERFLUORON,"ALCON LABORATORIES, U.S.A."
882324,A/new caledonia/20/99 (H1N1) like strain derived used IVR-116 + A/wellington/1/2004(IVR-139) + B/shanghai/361/2002 like strain used B/jiangsu/10/2003,15 mcg/500 mcL + 15 mcg/500 mcL + 15 mcg/500 mcL,solution for injection,4,dose,vial,INFLUENZA VACCINE,"SANOFI PASTEUR, FRANCE"
838956,peginterferon alfa-2a,135 mcg/0.5 mL,solution for injection,0.5,mL,prefilled syr,PEGASYS,"CATALENT, BELGIUM"
847003,lubricating agent,42 g,gel,42,g,tube,K-Y JELLY,"JOHNSON & JOHNSON, FRANCE"
865140,brompheniramine maleate + phenylephrine hydrochloride,2 mg/5 mL + 5 mg/5 mL,syrup,,,bottle,FEEWODYL,ฟีฮาแล็บ
871702,triamcinolone acetonide,100 mg/100 g,cream,500,g,jar,V. NOLONE,เวสโก ฟาร์มาซูติคอล
851663,erythromycin,250 mg,film-coated tablet,,,tablet,E-THROCIN,ซีฟาม
857158,domperidone,10 mg,tablet,,,tablet,MOVELIUM-M,เมดิซีน โปรดักส์
857266,betamethasone dipropionate,100 mg/100 g,cream,500,g,jar,T.M. BET,ที.แมน. ฟาร์มา
858450,pethidine hydrochloride,50 mg/1 mL,solution for injection,1,mL,ampoule,PETHIDINE HYDROCHLORIDE,สำนักงานคณะกรรมการอาหารและยา
858988,paracetamol,650 mg,prolonged-release tablet,,,tablet,TYLENOL 8 HOUR,"JANSSEN KOREA, KOREA"
860992,ascorbic acid + cyanocobalamin + ferrous fumarate + folic acid + riboflavin,50 mg + 15 mcg + 60 mg + 800 mcg + 5 mg,"capsule, soft",,,capsule,FERROVIT PLUS,เมก้า ไลฟ์ไซแอ็นซ์
865299,esomeprazole,20 mg,gastro-resistant tablet,,,tablet,AXIAGO,"ASTRAZENECA, SWEDEN"
865460,clopidogrel,75 mg,film-coated tablet,,,tablet,PLATOGRIX,"SANOFI WINTHROP, FRANCE"
870393,dihydroergotoxine mesilate,1 mg,tablet,,,tablet,HYMED,ยูโทเปี้ยน
870465,povidone iodine,450 mg/100 mL,"oromucosal spray, solution",25,mL,bottle,ISODINE SPRAY,ไทยเมจิฟาร์มาซิวติคัล
672921,"diphtheria toxoid + pertussis vaccine, whole cell + tetanus toxoid",25 Lf/0.5 mL + 4 iu/0.5 mL + 5 Lf/0.5 mL,suspension for injection,5,mL,vial,"DIPHTHERIA, TETANUS, PERTUSSIS VACCINE ADSORBED","SERUM INSTITUTE, INDIA"
673699,hepatitis A virus vaccine + hepatitis B virus vaccine,720 iu/1 mL + 20 mcg/1 mL,suspension for injection,1,mL,prefilled syr,TWINRIX,"GLAXOSMITHKLINE BIOLOGICALS, BELGIUM"
842937,human normal immunoglobulin + human serum albumin + immunoglobulin A + immunoglobulin M,800 mg/100 mL + 3.1 g/100 mL + 160 mg/100 mL + 65 mg/100 mL,solution for infusion,50,mL,vial,BISEKO,"BIOTEST PHARMA, GERMANY"
844858,cyanocobalamin + pyridoxine hydrochloride + thiamine,50 mcg + 5 mg + 100 mg,tablet,,,tablet,VI-STAR B 1-6-12,ห้างขายยาตราเจ็ดดาว
847377,cyanocobalamin + pyridoxine hydrochloride + thiamine,50 mcg + 5 mg + 100 mg,tablet,,,tablet,MIN 1 6 12,โมเดอร์นแมนู
848576,phenoxymethylpenicillin,250 mg,"capsule, hard",,,capsule,PHENOXYMETHYL PENICILLIN,โอสถอินเตอร์ แลบบอราทอรีส์
849398,sertraline,50 mg,film-coated tablet,,,tablet,STARIN,แอตแลนติค
836964,cinnarizine,25 mg,tablet,,,tablet,CINNARIZINE,ที.โอ. เคมีคอลส์ (1979) (ปทุมธานี)
839850,citrus unshiu peel + creosote + gambir + glycyrrhiza + phellodendron bark,,tablet,,,tablet,SEIROGAN,"TAIKO PHARMACEUTICAL, JAPAN"
845338,ascorbic acid + cyanocobalamin + pyridoxine + riboflavin + thiamine,50 mg + 5 mcg + 5 mg + 5 mg + 50 mg,coated tablet,,,tablet,BIOTAPLEX-BC,เคนยากุ
849834,tolperisone hydrochloride,50 mg,tablet,,,tablet,TANDERON,สหแพทย์เภสัช
851750,white petrolatum,,cream,50,g,bottle,FAVOVAS,สหการโอสถ
852110,cyanocobalamin + pyridoxine hydrochloride + thiamine,50 mcg + 5 mg + 100 mg,tablet,,,tablet,MILA-VITA,มิลาโน
863925,coal tar,1 g/100 mL,shampoo,120,mL,bottle,COAL TAR,2 เอ็ม (เมด-เมเกอร์)
864474,ascorbic acid,1 g,tablet,,,tablet,BUFFET C 1000,พาตาร์แลบ
866026,aluminium hydroxide,2.15 g/5 mL,oral suspension,120,mL,bottle,NEW GEL,เบสซี่แอรอน
866061,aluminium hydroxide,2.15 g/5 mL,oral suspension,375,mL,bottle,NEW GEL,เบสซี่แอรอน
866042,aluminium hydroxide,2.15 g/5 mL,oral suspension,240,mL,bottle,NEW GEL,เบสซี่แอรอน
864490,triamcinolone acetonide,100 mg/100 g,cream,15,g,tube,FACORT,ไบโอแลป
866723,glucosamine sulfate,1.5 g/3.95 g,powder for oral solution,3.95,g,sachet,V-JOINT,บางกอกแล็ป แอนด์ คอสเมติค
871917,pyridoxine + riboflavin + thiamine,1 mg + 1 mg + 1 mg,coated tablet,,,tablet,VITAMIN B-COMPLEX,โรต้าลาบอเร็ทตอรี่ส์
852405,povidone iodine,10 g/100 mL,cutaneous solution,15,mL,bottle,PODINE SOLUTION,ซีฟาม
852962,dextrose + potassium chloride + sodium chloride + sodium citrate dihydrate,15 g/21.75 g + 1.12 g/21.75 g + 2.63 g/21.75 g + 2.21 g/21.75 g,powder for oral solution,21.75,g,sachet,SEA ORS (ORANGE),ซีฟาม
856653,salbutamol,2.5 mg/2.5 mL,nebuliser solution,2.5,mL,unit dose,SULBUTA-N,แอล.บี.เอส. แลบบอเรตอรี่
879069,crude coal tar,5 g/100 g,ointment,450,g,jar,COAL TAR,โรงพยาบาลสมุทรสาคร
722614,peginterferon alfa-2b,80 mcg,powder for solution for injection,,,vial,PEG-INTRON,"SCHERING-PLOUGH, IRELAND"
723234,somatostatin acetate,3 mg,powder for solution for injection,,,vial,SOMATOSTATIN-EUMEDICA,"U.C.B. PHARMA, BELGIUM"
724773,octocog alfa,1000 iu,powder for solution for injection,,,vial,HAEMOCTIN SDH,"BIOTEST PHARMA, GERMANY"
725505,octocog alfa,1000 iu,powder for solution for injection,,,vial,OCTANATE,"OCTAPHARMA PHARMAZEUTIKA, AUSTRIA"
728342,triamcinolone acetonide,20 mg/100 g,cream,5,g,tube,TRAMSILONE,โรงงานเภสัชกรรมเกร๊ทเตอร์ฟาร์ม่า
849253,sodium chloride,900 mg/100 mL,solution for infusion,500,mL,bag,SODIUM CHLORIDE INJECTION N-S-S,"OTSUKA OPV JOINT STOCK COMPANY, VIETNAM"
850187,ascorbic acid,100 mg,tablet,,,tablet,VITAMIN C,แอตแลนติค
850253,aluminium hydroxide + cuttle fish bone,300 mg + 200 mg,tablet,,,tablet,WELIN,แอล.บี.เอส. แลบบอเรตอรี่
851721,tranexamic acid,500 mg,"capsule, hard",,,capsule,FALETE-500,ที.แมน. ฟาร์มา
852860,chlorphenamine maleate,4 mg,tablet,,,tablet,SEA CHLOR,ซีฟาม
854992,hyoscine butylbromide,20 mg/1 mL,solution for injection,1,mL,ampoule,KANIN,แอล.บี.เอส. แลบบอเรตอรี่
856372,rabeprazole sodium,20 mg,gastro-resistant tablet,,,tablet,RABEPRAZOLE SANDOZ,"LEK PHARMACEUTICALS, SLOVENIA"
856522,donepezil hydrochloride,5 mg,orodispersible tablet,,,tablet,ARICEPT EVESS,"BUSHU PHARMACEUTICALS, JAPAN"
126966,ibuprofen,100 mg/5 mL,oral suspension,3.8,L,bottle,APROFEN PAEDIATRIC,เมดิซีน โปรดักส์
858360,ibuprofen,100 mg/5 mL,oral suspension,60,mL,bottle,APROFEN PAEDIATRIC,เมดิซีน โปรดักส์
862811,silver sulfadiazine,1 g/100 g,cream,25,g,tube,DERMAZIN,"SALUTAS PHARMA, GERMANY"
863075,cefuroxime,500 mg,film-coated tablet,,,tablet,NEUROX-500,"NECTAR LIFESCIENCES, INDIA"
864586,diclofenac sodium,50 mg,gastro-resistant tablet,,,tablet,DICLOPAIN,ฟาร์มาสันต์แล็บบอราตอรี่ส์
865977,quinine dihydrochloride,600 mg/2 mL,solution for injection/infusion,2,mL,ampoule,QUININE DIHYDROCHLORIDE,เบสซี่แอรอน
